site_id,year,species_lump,tidal_elevation,count
K,2023,Mytilus californianus,0.73537,1
K,2023,Mytilus californianus,0.525,1
K,2023,Mytilus californianus,0.15503,1
K,2023,Mytilus californianus,-0.215,1
K,2023,Mytilus californianus,-0.5849,1
K,2023,Mytilus californianus,-0.955,1
K,2023,Mytilus californianus,-1.325,1
K,2023,Mytilus californianus,1.05102,1
K,2023,Mytilus californianus,1.00832,1
K,2023,Mytilus californianus,0.975,1
K,2023,Mytilus californianus,0.78839,1
K,2023,Mytilus californianus,0.67744,1
K,2023,Mytilus californianus,1.08481,1
K,2023,Mytilus californianus,0.86456,1
K,2023,Mytilus californianus,0.64447,1
K,2023,Mytilus californianus,0.2518,1
K,2023,Mytilus californianus,0.36528,1
K,2023,Mytilus californianus,0.47849,1
K,2023,Mytilus californianus,0.47245,1
K,2023,Mytilus californianus,0.34715,1
K,2023,Mytilus californianus,-0.006,1
K,2023,Mytilus californianus,0.0628,1
K,2023,Mytilus californianus,0.1314,1
K,2023,Mytilus californianus,0.20017,1
K,2023,Mytilus californianus,0.49941,1
K,2023,Mytilus californianus,0.785,1
K,2023,Mytilus californianus,0.54501,1
K,2023,Mytilus californianus,0.54031,1
K,2023,Mytilus californianus,0.61412,1
K,2023,Mytilus californianus,0.68802,1
K,2023,Mytilus californianus,0.55502,1
K,2023,Mytilus californianus,0.21501,1
K,2023,Mytilus californianus,0.0348,1
K,2023,Mytilus californianus,0.28058,1
K,2023,Mytilus californianus,0.335,1
K,2023,Mytilus californianus,0.53498,1
K,2023,Mytilus californianus,0.49498,1
K,2023,Mytilus californianus,0.45498,1
K,2023,Mytilus californianus,0.43,1
K,2023,Mytilus californianus,0.54299,1
K,2023,Mytilus californianus,0.44834,1
K,2023,Mytilus californianus,0.53834,1
K,2023,Mytilus californianus,0.485,1
K,2023,Mytilus californianus,0.53102,1
K,2023,Mytilus californianus,0.275,1
K,2023,Mytilus californianus,0.025,1
K,2023,Mytilus californianus,0.0417,1
K,2023,Mytilus californianus,0.255,1
K,2023,Mytilus californianus,-0.045,1
K,2023,Mytilus californianus,0.18353,1
K,2023,Mytilus californianus,0.32213,1
K,2023,Mytilus californianus,0.1907,1
K,2023,Mytilus californianus,0.17833,1
K,2023,Mytilus californianus,0.22748,1
K,2023,Mytilus californianus,0.19249,1
K,2023,Mytilus californianus,-0.1458,1
K,2023,Mytilus californianus,-0.029,1
K,2023,Mytilus californianus,0.088,1
K,2023,Mytilus californianus,0.205,1
K,2023,Mytilus californianus,1.0849,1
K,2023,Mytilus californianus,1.29241,1
K,2023,Mytilus californianus,1.2675,1
K,2023,Mytilus californianus,1.025,1
K,2023,Mytilus californianus,0.92826,1
K,2023,Mytilus californianus,0.6333,1
K,2023,Mytilus californianus,0.74656,1
K,2023,Mytilus californianus,0.6507,1
K,2023,Mytilus californianus,0.48611,1
K,2023,Mytilus californianus,0.32126,1
K,2023,Mytilus californianus,0.6195,1
K,2023,Mytilus californianus,0.64942,1
K,2023,Mytilus californianus,0.67988,1
K,2023,Mytilus californianus,0.71005,1
K,2023,Mytilus californianus,0.71703,1
K,2023,Mytilus californianus,0.70135,1
K,2023,Mytilus californianus,0.68458,1
K,2023,Mytilus californianus,0.66976,1
K,2023,Mytilus californianus,0.65311,1
K,2023,Mytilus californianus,0.6358,1
K,2023,Mytilus californianus,0.61955,1
K,2023,Mytilus californianus,0.56523,1
K,2023,Mytilus californianus,0.4059,1
K,2023,Mytilus californianus,0.24547,1
K,2023,Mytilus californianus,0.68145,1
K,2023,Mytilus californianus,1.025,1
K,2023,Mytilus californianus,1.03403,1
K,2023,Mytilus californianus,1.04284,1
K,2023,Mytilus californianus,0.96672,1
K,2023,Mytilus californianus,0.86217,1
K,2023,Mytilus californianus,0.75744,1
K,2023,Mytilus californianus,0.65236,1
K,2023,Mytilus californianus,0.54747,1
K,2023,Mytilus californianus,0.33492,1
K,2023,Mytilus californianus,0.015,1
K,2023,Mytilus californianus,-0.685,1
K,2023,Mytilus californianus,-0.835,1
K,2023,Mytilus californianus,0.33393,1
K,2023,Mytilus californianus,0.42089,1
K,2023,Mytilus californianus,0.50842,1
K,2023,Mytilus californianus,0.595,1
K,2023,Mytilus californianus,0.38598,1
K,2023,Mytilus californianus,0.1769,1
K,2023,Mytilus californianus,-0.0326,1
K,2023,Mytilus californianus,0.0452,1
K,2023,Mytilus californianus,0.21868,1
K,2023,Mytilus californianus,0.53766,1
K,2023,Mytilus californianus,0.52366,1
K,2023,Mytilus californianus,0.34075,1
K,2023,Mytilus californianus,0.055,1
K,2023,Mytilus californianus,0.005,1
K,2023,Mytilus californianus,0.16501,1
K,2023,Mytilus californianus,0.16521,1
K,2023,Mytilus californianus,0.1118,1
K,2023,Mytilus californianus,0.1451,1
K,2023,Mytilus californianus,0.315,1
K,2023,Mytilus californianus,-0.635,1
K,2023,Mytilus californianus,-0.3549,1
K,2023,Mytilus californianus,1.26892,1
K,2023,Mytilus californianus,0.92486,1
K,2023,Mytilus californianus,0.48802,1
K,2023,Mytilus californianus,0.53265,1
K,2023,Mytilus californianus,0.57638,1
K,2023,Mytilus californianus,0.62044,1
K,2023,Mytilus californianus,0.66415,1
K,2023,Mytilus californianus,0.66314,1
K,2023,Mytilus californianus,0.64747,1
K,2023,Mytilus californianus,0.865,1
K,2023,Mytilus californianus,0.93855,1
K,2023,Mytilus californianus,1.0123,1
K,2023,Mytilus californianus,1.08621,1
K,2023,Mytilus californianus,1.15835,1
K,2023,Mytilus californianus,1.23007,1
K,2023,Mytilus californianus,1.20949,1
K,2023,Mytilus californianus,0.985,1
K,2023,Mytilus californianus,0.9954,1
K,2023,Mytilus californianus,1.005,1
K,2023,Mytilus californianus,1.33118,1
K,2023,Mytilus californianus,1.38253,1
K,2023,Mytilus californianus,1.4332,1
K,2023,Mytilus californianus,1.48279,1
K,2023,Mytilus californianus,0.68911,1
K,2023,Mytilus californianus,0.22792,1
K,2023,Mytilus californianus,-0.2341,1
K,2023,Mytilus californianus,-0.113,1
K,2023,Mytilus californianus,0.59102,1
K,2023,Mytilus californianus,1.295,1
K,2023,Mytilus californianus,0.93155,1
K,2023,Mytilus californianus,0.56824,1
K,2023,Mytilus californianus,0.205,1
K,2023,Mytilus californianus,0.31159,1
K,2023,Mytilus californianus,0.1249,1
K,2023,Mytilus californianus,0.36858,1
K,2023,Mytilus californianus,0.52172,1
K,2023,Mytilus californianus,0.675,1
K,2023,Mytilus californianus,0.68618,1
K,2023,Mytilus californianus,0.685,1
K,2023,Mytilus californianus,0.73359,1
K,2023,Mytilus californianus,0.56788,1
K,2023,Mytilus californianus,0.45842,1
K,2023,Mytilus californianus,0.405,1
K,2023,Mytilus californianus,0.545,1
K,2023,Mytilus californianus,0.36508,1
K,2023,Mytilus californianus,0.425,1
K,2023,Mytilus californianus,0.265,1
K,2023,Mytilus californianus,0.46495,1
K,2023,Mytilus californianus,0.665,1
K,2023,Mytilus californianus,0.48757,1
K,2023,Mytilus californianus,0.31042,1
K,2023,Mytilus californianus,0.1334,1
K,2023,Mytilus californianus,0.25832,1
K,2023,Mytilus californianus,0.101,1
K,2023,Mytilus californianus,0.135,1
K,2023,Mytilus californianus,-0.041,1
K,2023,Mytilus californianus,0.095,1
K,2023,Mytilus californianus,0.23498,1
K,2023,Mytilus californianus,0.18497,1
K,2023,Mytilus californianus,0.315,1
K,2023,Mytilus californianus,1.28096,1
K,2023,Mytilus californianus,1.29701,1
K,2023,Mytilus californianus,0.82832,1
K,2023,Mytilus californianus,0.80302,1
K,2023,Mytilus californianus,0.515,1
K,2023,Mytilus californianus,0.67488,1
K,2023,Mytilus californianus,0.6305,1
K,2023,Mytilus californianus,0.1452,1
K,2023,Mytilus californianus,0.7052,1
K,2023,Mytilus californianus,1.265,1
K,2023,Mytilus californianus,1.20011,1
K,2023,Mytilus californianus,1.135,1
K,2023,Mytilus californianus,1.17382,1
K,2023,Mytilus californianus,1.21186,1
K,2023,Mytilus californianus,1.25036,1
K,2023,Mytilus californianus,1.28756,1
K,2023,Mytilus californianus,1.32435,1
K,2023,Mytilus californianus,1.36005,1
K,2023,Mytilus californianus,1.39607,1
K,2023,Mytilus californianus,1.3237,1
K,2023,Mytilus californianus,1.215,1
K,2023,Mytilus californianus,1.22769,1
K,2023,Mytilus californianus,1.23946,1
K,2023,Mytilus californianus,1.30787,1
K,2023,Mytilus californianus,1.43297,1
K,2023,Mytilus californianus,1.49593,1
K,2023,Mytilus californianus,1.49696,1
K,2023,Mytilus californianus,1.49647,1
K,2023,Mytilus californianus,1.495,1
K,2023,Mytilus californianus,1.58312,1
K,2023,Mytilus californianus,1.67108,1
K,2023,Mytilus californianus,1.61827,1
K,2023,Mytilus californianus,1.42474,1
K,2023,Mytilus californianus,1.2317,1
K,2023,Mytilus californianus,1.03921,1
K,2023,Mytilus californianus,0.69894,1
K,2023,Mytilus californianus,0.0533,1
K,2023,Mytilus californianus,0.565,1
K,2023,Mytilus californianus,0.84505,1
K,2023,Mytilus californianus,0.77709,1
K,2023,Mytilus californianus,0.59279,1
K,2023,Mytilus californianus,0.40776,1
K,2023,Mytilus californianus,0.49504,1
K,2023,Mytilus californianus,0.29857,1
K,2023,Mytilus californianus,-0.0837,1
K,2023,Mytilus californianus,-0.1023,1
K,2023,Mytilus californianus,0.24271,1
K,2023,Mytilus californianus,0.34302,1
K,2023,Mytilus californianus,0.28834,1
K,2023,Mytilus californianus,0.075,1
K,2023,Mytilus californianus,-0.0016,1
K,2023,Mytilus californianus,0.1095,1
K,2023,Mytilus californianus,0.0183,1
K,2023,Mytilus californianus,0.0608,1
K,2023,Mytilus californianus,0.215,1
K,2023,Mytilus californianus,0.135,1
K,2023,Mytilus californianus,-0.175,1
K,2023,Mytilus californianus,-0.1017,1
K,2023,Mytilus californianus,-0.4116,1
K,2023,Mytilus californianus,1.05715,1
K,2023,Mytilus californianus,0.8691,1
K,2023,Mytilus californianus,0.76645,1
K,2023,Mytilus californianus,0.74929,1
K,2023,Mytilus californianus,0.995,1
K,2023,Mytilus californianus,1.21302,1
K,2023,Mytilus californianus,1.20888,1
K,2023,Mytilus californianus,1.205,1
K,2023,Mytilus californianus,0.865,1
K,2023,Mytilus californianus,1.03494,1
K,2023,Mytilus californianus,1.18412,1
K,2023,Mytilus californianus,1.10041,1
K,2023,Mytilus californianus,1.01689,1
K,2023,Mytilus californianus,1.01659,1
K,2023,Mytilus californianus,1.09966,1
K,2023,Mytilus californianus,1.18257,1
K,2023,Mytilus californianus,1.21653,1
K,2023,Mytilus californianus,1.10256,1
K,2023,Mytilus californianus,0.875,1
K,2023,Mytilus californianus,-0.365,1
K,2023,Mytilus californianus,0.98833,1
K,2023,Mytilus californianus,1.04864,1
K,2023,Mytilus californianus,1.14312,1
K,2023,Mytilus californianus,1.17483,1
K,2023,Mytilus californianus,1.23804,1
K,2023,Mytilus californianus,1.2693,1
K,2023,Mytilus californianus,1.18503,1
K,2023,Mytilus californianus,1.08168,1
K,2023,Mytilus californianus,1.19129,1
K,2023,Mytilus californianus,1.22368,1
K,2023,Mytilus californianus,1.25693,1
K,2023,Mytilus californianus,1.289,1
K,2023,Mytilus californianus,1.31978,1
K,2023,Mytilus californianus,1.2617,1
K,2023,Mytilus californianus,1.27655,1
K,2023,Mytilus californianus,1.34427,1
K,2023,Mytilus californianus,1.38174,1
K,2023,Mytilus californianus,1.32838,1
K,2023,Mytilus californianus,1.12719,1
K,2023,Mytilus californianus,0.87691,1
K,2023,Mytilus californianus,0.62611000000000006,1
K,2023,Mytilus californianus,0.375,1
K,2023,Mytilus californianus,0.74592,1
K,2023,Mytilus californianus,0.62959,1
K,2023,Mytilus californianus,0.51384,1
K,2023,Mytilus californianus,0.39783,1
K,2023,Mytilus californianus,0.1678,1
K,2023,Mytilus californianus,0.295,1
K,2023,Mytilus californianus,0.45298,1
K,2023,Mytilus californianus,0.285,1
K,2023,Mytilus californianus,0.33833,1
K,2023,Mytilus californianus,0.71695,1
K,2023,Mytilus californianus,0.7809,1
K,2023,Mytilus californianus,0.845,1
K,2023,Mytilus californianus,0.60755,1
K,2023,Mytilus californianus,0.37006,1
K,2023,Mytilus californianus,0.1325,1
K,2023,Mytilus californianus,-0.105,1
K,2023,Mytilus californianus,-0.0517,1
K,2023,Mytilus californianus,-0.185,1
K,2023,Mytilus californianus,-0.137,1
K,2023,Mytilus californianus,-0.36,1
K,2023,Mytilus californianus,-0.5675,1
K,2023,Mytilus californianus,-0.3675,1
K,2023,Mytilus californianus,-0.045,1
K,2023,Mytilus californianus,-0.165,1
K,2023,Mytilus californianus,-0.08,1
K,2023,Mytilus californianus,-0.027,1
K,2023,Mytilus californianus,-0.211,1
K,2023,Mytilus californianus,-0.395,1
K,2023,Mytilus californianus,-0.4079,1
K,2023,Mytilus californianus,-0.4152,1
K,2023,Mytilus californianus,-0.4318,1
B,2013,Mytilus californianus,2.547937286,1
B,2013,Mytilus californianus,2.204999999,1
B,2013,Mytilus californianus,1.864999998,1
B,2013,Mytilus californianus,1.74897939,1
B,2013,Mytilus californianus,1.690977515,1
B,2013,Mytilus californianus,1.532968949,1
B,2013,Mytilus californianus,1.490951596,1
B,2013,Mytilus californianus,1.448949776,1
B,2013,Mytilus californianus,1.40696531,1
B,2013,Mytilus californianus,1.365,1
B,2013,Mytilus californianus,1.343494767,1
B,2013,Mytilus californianus,1.322012237,1
B,2013,Mytilus californianus,1.300554146,1
B,2013,Mytilus californianus,1.279122207,1
B,2013,Mytilus californianus,1.102891258,1
B,2013,Mytilus californianus,1.046889785,1
B,2013,Mytilus californianus,0.935000001,1
B,2013,Mytilus californianus,2.651161759,1
B,2013,Mytilus californianus,2.406575243,1
B,2013,Mytilus californianus,2.219990858,1
B,2013,Mytilus californianus,2.182490307,1
B,2013,Mytilus californianus,2.145,1
B,2013,Mytilus californianus,2.098944698,1
B,2013,Mytilus californianus,2.0529111860000002,1
B,2013,Mytilus californianus,2.006905307,1
B,2013,Mytilus californianus,1.960932942,1
B,2013,Mytilus californianus,1.914999999,1
B,2013,Mytilus californianus,1.917417103,1
B,2013,Mytilus californianus,1.919885505,1
B,2013,Mytilus californianus,1.922411154,1
B,2013,Mytilus californianus,1.924999999,1
B,2013,Mytilus californianus,1.878838158,1
B,2013,Mytilus californianus,1.832751366,1
B,2013,Mytilus californianus,1.786745514,1
B,2013,Mytilus californianus,1.740826455,1
B,2013,Mytilus californianus,1.695,1
B,2013,Mytilus californianus,1.650780715,1
B,2013,Mytilus californianus,1.606665486,1
B,2013,Mytilus californianus,1.562659939,1
B,2013,Mytilus californianus,1.518769623,1
B,2013,Mytilus californianus,1.475000002,1
B,2013,Mytilus californianus,1.45472714,1
B,2013,Mytilus californianus,1.434585609,1
B,2013,Mytilus californianus,1.414580568,1
B,2013,Mytilus californianus,1.290679363,1
B,2013,Mytilus californianus,1.038670652,1
B,2013,Mytilus californianus,3.022503061,1
B,2013,Mytilus californianus,2.725,1
B,2013,Mytilus californianus,2.65996028,1
B,2013,Mytilus californianus,2.407436276,1
B,2013,Mytilus californianus,2.349912417,1
B,2013,Mytilus californianus,2.235000001,1
B,2013,Mytilus californianus,2.174913277,1
B,2013,Mytilus californianus,2.114881888,1
B,2013,Mytilus californianus,2.054909571,1
B,2013,Mytilus californianus,1.995000003,1
B,2013,Mytilus californianus,1.914853334,1
B,2013,Mytilus californianus,1.834776569,1
B,2013,Mytilus californianus,1.754773176,1
B,2013,Mytilus californianus,1.674846549,1
B,2013,Mytilus californianus,1.595000002,1
B,2013,Mytilus californianus,1.504821082,1
B,2013,Mytilus californianus,1.414728615,1
B,2013,Mytilus californianus,1.324725654,1
B,2013,Mytilus californianus,1.234815162,1
B,2013,Mytilus californianus,2.807019749,1
B,2013,Mytilus californianus,2.655000001,1
B,2013,Mytilus californianus,2.594981028,1
B,2013,Mytilus californianus,2.534978675,1
B,2013,Mytilus californianus,2.475000001,1
B,2013,Mytilus californianus,2.404936112,1
B,2013,Mytilus californianus,2.33491008,1
B,2013,Mytilus californianus,2.26492901,1
B,2013,Mytilus californianus,2.195000003,1
B,2013,Mytilus californianus,2.144931433,1
B,2013,Mytilus californianus,2.094929086,1
B,2013,Mytilus californianus,2.045000002,1
B,2013,Mytilus californianus,1.974862297,1
B,2013,Mytilus californianus,1.90481181,1
B,2013,Mytilus californianus,1.834855435,1
B,2013,Mytilus californianus,1.765000002,1
B,2013,Mytilus californianus,1.708758207,1
B,2013,Mytilus californianus,1.65263078,1
B,2013,Mytilus californianus,1.596624301,1
B,2013,Mytilus californianus,1.540745251,1
B,2013,Mytilus californianus,1.485000001,1
B,2013,Mytilus californianus,2.495030922,1
B,2013,Mytilus californianus,1.720970317,1
B,2013,Mytilus californianus,1.668968327,1
B,2013,Mytilus californianus,1.616977569,1
B,2013,Mytilus californianus,1.565000002,1
B,2013,Mytilus californianus,1.479927835,1
B,2013,Mytilus californianus,1.394872681,1
B,2013,Mytilus californianus,1.309836396,1
B,2013,Mytilus californianus,1.224820795,1
B,2013,Mytilus californianus,1.139827652,1
B,2013,Mytilus californianus,1.054858693,1
B,2013,Mytilus californianus,0.9699156,1
B,2013,Mytilus californianus,0.34439053,1
B,2013,Mytilus californianus,3.367871036,1
B,2013,Mytilus californianus,3.005157369,1
B,2013,Mytilus californianus,2.711514838,1
B,2013,Mytilus californianus,2.637280164,1
B,2013,Mytilus californianus,2.563055204,1
B,2013,Mytilus californianus,2.488843277,1
B,2013,Mytilus californianus,2.41464769,1
B,2013,Mytilus californianus,2.340471733,1
B,2013,Mytilus californianus,2.266318677,1
B,2013,Mytilus californianus,2.192191769,1
B,2013,Mytilus californianus,2.118094231,1
B,2013,Mytilus californianus,2.044029255,1
B,2013,Mytilus californianus,1.97,1
B,2013,Mytilus californianus,1.94321849,1
B,2013,Mytilus californianus,1.916478907,1
B,2013,Mytilus californianus,1.889784294,1
B,2013,Mytilus californianus,1.863137647,1
B,2013,Mytilus californianus,1.836541917,1
B,2013,Mytilus californianus,1.810000001,1
B,2013,Mytilus californianus,1.777273366,1
B,2013,Mytilus californianus,1.74460618,1
B,2013,Mytilus californianus,1.712001174,1
B,2013,Mytilus californianus,1.679461015,1
B,2013,Mytilus californianus,1.646988312,1
B,2013,Mytilus californianus,1.582255366,1
B,2013,Mytilus californianus,1.549999999,1
B,2013,Mytilus californianus,1.439836788,1
B,2013,Mytilus californianus,1.329753038,1
B,2013,Mytilus californianus,2.787380995,1
B,2013,Mytilus californianus,2.609114213,1
B,2013,Mytilus californianus,2.493930536,1
B,2013,Mytilus californianus,2.467889235,1
B,2013,Mytilus californianus,2.441882677,1
B,2013,Mytilus californianus,2.41591742,1
B,2013,Mytilus californianus,2.39,1
B,2013,Mytilus californianus,2.365865621,1
B,2013,Mytilus californianus,2.341792043,1
B,2013,Mytilus californianus,2.317785682,1
B,2013,Mytilus californianus,2.2938529,1
B,2013,Mytilus californianus,2.27,1
B,2013,Mytilus californianus,2.106862814,1
B,2013,Mytilus californianus,2.025438717,1
B,2013,Mytilus californianus,1.944118971,1
B,2013,Mytilus californianus,1.862909479,1
B,2013,Mytilus californianus,1.78181604,1
B,2013,Mytilus californianus,1.700844351,1
B,2013,Mytilus californianus,1.619999999,1
B,2013,Mytilus californianus,1.579860107,1
B,2013,Mytilus californianus,1.539858368,1
B,2013,Mytilus californianus,1.500000002,1
B,2013,Mytilus californianus,1.549844982,1
B,2013,Mytilus californianus,1.599843377,1
B,2013,Mytilus californianus,1.649999996,1
B,2013,Mytilus californianus,1.616497803,1
B,2013,Mytilus californianus,1.583163016,1
B,2013,Mytilus californianus,1.549999999,1
B,2013,Mytilus californianus,1.441204079,1
B,2013,Mytilus californianus,1.332588182,1
B,2013,Mytilus californianus,1.224156191,1
B,2013,Postelsia palmaeformis,0.535929838,1
B,2013,Postelsia palmaeformis,0.532070866,1
B,2013,Mytilus californianus,3.163904995,1
B,2013,Mytilus californianus,2.779868752,1
B,2013,Mytilus californianus,2.589779607,1
B,2013,Mytilus californianus,2.519703089,1
B,2013,Mytilus californianus,2.449775048,1
B,2013,Mytilus californianus,2.379999999,1
B,2013,Mytilus californianus,2.344668081,1
B,2013,Mytilus californianus,2.309497926,1
B,2013,Mytilus californianus,2.274493781,1
B,2013,Mytilus californianus,2.239659792,1
B,2013,Mytilus californianus,2.205000002,1
B,2013,Mytilus californianus,2.0836997,1
B,2013,Mytilus californianus,1.962581359,1
B,2013,Mytilus californianus,1.841648688,1
B,2013,Mytilus californianus,1.72090528,1
B,2013,Mytilus californianus,1.600354603,1
B,2013,Mytilus californianus,1.480000001,1
B,2013,Mytilus californianus,1.410522278,1
B,2013,Mytilus californianus,1.341246927,1
B,2013,Mytilus californianus,1.272176899,1
B,2013,Mytilus californianus,3.540199622,1
B,2013,Mytilus californianus,3.169901504,1
B,2013,Mytilus californianus,2.919999999,1
B,2013,Mytilus californianus,2.842698275,1
B,2013,Mytilus californianus,2.68822993,1
B,2013,Mytilus californianus,2.456954523,1
B,2013,Mytilus californianus,2.38,1
B,2013,Mytilus californianus,2.337821554,1
B,2013,Mytilus californianus,2.295726874,1
B,2013,Mytilus californianus,2.170000001,1
B,2013,Mytilus californianus,2.127080155,1
B,2013,Mytilus californianus,2.084270606,1
B,2013,Mytilus californianus,1.99900221,1
B,2013,Mytilus californianus,1.956552968,1
B,2013,Mytilus californianus,1.91423322,1
B,2013,Mytilus californianus,1.87204745,1
B,2013,Mytilus californianus,1.830000001,1
B,2013,Mytilus californianus,1.81196085,1
B,2013,Mytilus californianus,1.362615808,1
B,2013,Mytilus californianus,1.281216323,1
B,2013,Mytilus californianus,1.2,1
B,2013,Postelsia palmaeformis,0.892216465,1
B,2013,Mytilus californianus,3.423157761,1
B,2013,Mytilus californianus,3.266472454,1
B,2013,Mytilus californianus,3.188206108,1
B,2013,Mytilus californianus,3.017190339,1
B,2013,Mytilus californianus,2.646765868,1
B,2013,Mytilus californianus,2.554398609,1
B,2013,Mytilus californianus,2.462140983,1
B,2013,Mytilus californianus,2.369999999,1
B,2013,Mytilus californianus,2.331317355,1
B,2013,Mytilus californianus,2.292765277,1
B,2013,Mytilus californianus,2.254350671,1
B,2013,Mytilus californianus,2.216080394,1
B,2013,Mytilus californianus,2.177961253,1
B,2013,Mytilus californianus,2.139999997,1
B,2013,Mytilus californianus,2.123739822,1
B,2013,Mytilus californianus,2.107650837,1
B,2013,Mytilus californianus,2.091739586,1
B,2013,Mytilus californianus,2.076012537,1
B,2013,Mytilus californianus,2.060476074,1
B,2013,Mytilus californianus,2.0451364930000002,1
B,2013,Mytilus californianus,2.029999997,1
B,2013,Mytilus californianus,1.957171339,1
B,2013,Mytilus californianus,1.884557874,1
B,2013,Mytilus californianus,1.812165499,1
B,2013,Mytilus californianus,1.741513089,1
B,2013,Mytilus californianus,1.743264272,1
B,2013,Mytilus californianus,1.745258975,1
B,2013,Mytilus californianus,1.747502495,1
B,2013,Mytilus californianus,1.749999997,1
B,2013,Mytilus californianus,1.707099434,1
B,2013,Mytilus californianus,1.664462772,1
B,2013,Mytilus californianus,1.62209476,1
B,2013,Mytilus californianus,1.629999997,1
B,2013,Mytilus californianus,1.539708609,1
B,2013,Mytilus californianus,1.449707337,1
B,2013,Mytilus californianus,1.359999996,1
B,2013,Mytilus californianus,1.355441173,1
B,2013,Mytilus californianus,2.387520597,1
B,2013,Mytilus californianus,2.1950089250000002,1
B,2013,Mytilus californianus,1.608314187,1
B,2013,Mytilus californianus,1.560000003,1
B,2013,Mytilus californianus,1.467475648,1
B,2013,Mytilus californianus,1.37496615,1
B,2013,Mytilus californianus,1.282473588,1
B,2013,Mytilus californianus,1.190000003,1
B,2013,Mytilus californianus,1.185636189,1
B,2013,Mytilus californianus,1.176979264,1
B,2013,Mytilus californianus,1.172689926,1
B,2013,Mytilus californianus,1.164198561,1
B,2013,Mytilus californianus,1.123182471,1
B,2013,Mytilus californianus,1.10482809,1
B,2013,Mytilus californianus,1.086511953,1
B,2013,Mytilus californianus,1.068235474,1
B,2013,Mytilus californianus,1.050000001,1
B,2013,Mytilus californianus,1.022340272,1
B,2013,Mytilus californianus,0.967152493,1
B,2013,Postelsia palmaeformis,0.83,1
B,2013,Postelsia palmaeformis,0.623126967,1
B,2013,Postelsia palmaeformis,0.51976712,1
B,2013,Postelsia palmaeformis,0.313203253,1
B,2013,Postelsia palmaeformis,0.21,1
B,2013,Postelsia palmaeformis,0.16986724,1
B,2013,Postelsia palmaeformis,0.089760921,1
B,2013,Mytilus californianus,-0.039109117,1
G,2010,Mytilus californianus,1.253865576,1
G,2010,Mytilus californianus,1.284823027,1
G,2010,Mytilus californianus,1.382338185,1
G,2010,Mytilus californianus,1.414370253,1
G,2010,Mytilus californianus,1.444226805,1
G,2010,Mytilus californianus,1.475371007,1
G,2010,Mytilus californianus,1.505914557,1
G,2010,Mytilus californianus,1.535568708,1
G,2010,Mytilus californianus,1.565092816,1
G,2010,Mytilus californianus,1.629030709,1
G,2010,Mytilus californianus,1.963337146,1
G,2010,Mytilus californianus,1.893822926,1
G,2010,Mytilus californianus,1.824276594,1
G,2010,Mytilus californianus,1.754672657,1
G,2010,Mytilus californianus,1.553964996,1
G,2010,Mytilus californianus,1.221950285,1
G,2010,Mytilus californianus,0.890000002,1
G,2010,Mytilus californianus,1.089917373,1
G,2010,Postelsia palmaeformis,1.089917373,1
G,2010,Mytilus californianus,1.215892853,1
G,2010,Mytilus californianus,1.367840326,1
G,2010,Mytilus californianus,1.519999997,1
G,2010,Mytilus californianus,1.406599714,1
G,2010,Mytilus californianus,1.332757816,1
G,2010,Mytilus californianus,1.296225747,1
G,2010,Mytilus californianus,1.26,1
G,2010,Postelsia palmaeformis,1.26,1
G,2010,Postelsia palmaeformis,1.053248193,1
G,2010,Postelsia palmaeformis,0.948654946,1
G,2010,Mytilus californianus,0.946197375,1
G,2010,Mytilus californianus,0.944118969,1
G,2010,Postelsia palmaeformis,0.944118969,1
G,2010,Mytilus californianus,0.752628184,1
G,2010,Mytilus californianus,1.4084283,1
G,2010,Mytilus californianus,1.547536281,1
G,2010,Mytilus californianus,1.686509689,1
G,2010,Mytilus californianus,2.101937861,1
G,2010,Mytilus californianus,2.200620981,1
G,2010,Mytilus californianus,2.160893834,1
G,2010,Mytilus californianus,2.121276564,1
G,2010,Mytilus californianus,2.080897716,1
G,2010,Mytilus californianus,2.041603358,1
G,2010,Mytilus californianus,1.873657908,1
G,2010,Mytilus californianus,1.83,1
G,2010,Mytilus californianus,1.860078501,1
G,2010,Mytilus californianus,1.88963833,1
G,2010,Mytilus californianus,1.918374405,1
G,2010,Mytilus californianus,1.947025154,1
G,2010,Mytilus californianus,1.975112263,1
G,2010,Mytilus californianus,1.551977142,1
G,2010,Mytilus californianus,1.456018606,1
G,2010,Mytilus californianus,1.36,1
G,2010,Mytilus californianus,1.14507433,1
G,2010,Postelsia palmaeformis,0.930199426,1
G,2010,Postelsia palmaeformis,0.71502217,1
G,2010,Postelsia palmaeformis,0.64496828,1
G,2010,Postelsia palmaeformis,0.789999999,1
G,2010,Postelsia palmaeformis,0.686329726,1
G,2010,Postelsia palmaeformis,0.58280489,1
G,2010,Postelsia palmaeformis,0.478857401,1
G,2010,Postelsia palmaeformis,0.375498423,1
G,2010,Mytilus californianus,0.958578951,1
G,2010,Mytilus californianus,1.874773116,1
G,2010,Mytilus californianus,1.877320115,1
G,2010,Mytilus californianus,1.49402283,1
G,2010,Mytilus californianus,1.363637278,1
G,2010,Mytilus californianus,1.234370051,1
G,2010,Postelsia palmaeformis,1.105069589,1
G,2010,Postelsia palmaeformis,0.973969603,1
G,2010,Mytilus californianus,0.797555212,1
G,2010,Mytilus californianus,0.91253472,1
G,2010,Mytilus californianus,0.907629964,1
G,2010,Mytilus californianus,1.487931762,1
