group_code,marine_site_name,site_code,site_lat,site_long,ltm_lat,ltm_long,marine_sort_order,marine_common_year,season_name,marine_season_code,marine_common_season,min_survey_date,max_survey_date,target_assemblage,species_code,size_bin,total,num_plots_sampled,method_code,state_province,georegion,bioregion,mpa_designation,mpa_region,mpa_lt_region,mpa_name,island,site_type,last_updated
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2009,Fall,FA09,115,2009-12-03,2009-12-03,sea_star,PISOCH,100,2,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2009,Fall,FA09,115,2009-12-03,2009-12-03,sea_star,PISOCH,110,2,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2009,Fall,FA09,115,2009-12-03,2009-12-03,sea_star,PISOCH,20,1,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2009,Fall,FA09,115,2009-12-03,2009-12-03,sea_star,PISOCH,30,1,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2009,Fall,FA09,115,2009-12-03,2009-12-03,sea_star,PISOCH,40,2,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2009,Fall,FA09,115,2009-12-03,2009-12-03,sea_star,PISOCH,50,3,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2009,Fall,FA09,115,2009-12-03,2009-12-03,sea_star,PISOCH,60,6,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2009,Fall,FA09,115,2009-12-03,2009-12-03,sea_star,PISOCH,70,12,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2009,Fall,FA09,115,2009-12-03,2009-12-03,sea_star,PISOCH,80,9,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2010,Spring,SP10,117,2010-03-28,2010-03-28,sea_star,PISOCH,90,2,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2010,Spring,SP10,117,2010-03-28,2010-03-28,sea_star,PISOCH,100,1,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2010,Spring,SP10,117,2010-03-28,2010-03-28,sea_star,PISOCH,110,1,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2010,Spring,SP10,117,2010-03-28,2010-03-28,sea_star,PISOCH,NA,0,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2010,Spring,SP10,117,2010-03-28,2010-03-28,sea_star,PISOCH,30,3,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2010,Spring,SP10,117,2010-03-28,2010-03-28,sea_star,PISOCH,40,4,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2010,Spring,SP10,117,2010-03-28,2010-03-28,sea_star,PISOCH,50,5,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2010,Spring,SP10,117,2010-03-28,2010-03-28,sea_star,PISOCH,60,5,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2010,Spring,SP10,117,2010-03-28,2010-03-28,sea_star,PISOCH,70,4,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2010,Spring,SP10,117,2010-03-28,2010-03-28,sea_star,PISOCH,80,4,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2010,Fall,FA10,119,2010-11-06,2010-11-06,sea_star,PISOCH,90,2,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2010,Fall,FA10,119,2010-11-06,2010-11-06,sea_star,PISOCH,20,1,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2010,Fall,FA10,119,2010-11-06,2010-11-06,sea_star,PISOCH,NA,0,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2010,Fall,FA10,119,2010-11-06,2010-11-06,sea_star,PISOCH,40,1,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2010,Fall,FA10,119,2010-11-06,2010-11-06,sea_star,PISOCH,50,1,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2010,Fall,FA10,119,2010-11-06,2010-11-06,sea_star,PISOCH,60,5,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2010,Fall,FA10,119,2010-11-06,2010-11-06,sea_star,PISOCH,70,4,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2010,Fall,FA10,119,2010-11-06,2010-11-06,sea_star,PISOCH,80,2,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2011,Spring,SP11,121,2011-03-18,2011-03-18,sea_star,PISOCH,90,4,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2011,Spring,SP11,121,2011-03-18,2011-03-18,sea_star,PISOCH,100,2,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2011,Spring,SP11,121,2011-03-18,2011-03-18,sea_star,PISOCH,110,3,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2011,Spring,SP11,121,2011-03-18,2011-03-18,sea_star,PISOCH,120,3,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2011,Spring,SP11,121,2011-03-18,2011-03-18,sea_star,PISOCH,NA,0,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2011,Spring,SP11,121,2011-03-18,2011-03-18,sea_star,PISOCH,30,2,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2011,Spring,SP11,121,2011-03-18,2011-03-18,sea_star,PISOCH,40,1,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2011,Spring,SP11,121,2011-03-18,2011-03-18,sea_star,PISOCH,50,2,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2011,Spring,SP11,121,2011-03-18,2011-03-18,sea_star,PISOCH,60,4,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2011,Spring,SP11,121,2011-03-18,2011-03-18,sea_star,PISOCH,70,5,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2011,Spring,SP11,121,2011-03-18,2011-03-18,sea_star,PISOCH,80,3,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2011,Fall,FA11,123,2011-11-27,2011-11-27,sea_star,PISOCH,90,9,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2011,Fall,FA11,123,2011-11-27,2011-11-27,sea_star,PISOCH,100,3,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2011,Fall,FA11,123,2011-11-27,2011-11-27,sea_star,PISOCH,110,5,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2011,Fall,FA11,123,2011-11-27,2011-11-27,sea_star,PISOCH,120,1,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2011,Fall,FA11,123,2011-11-27,2011-11-27,sea_star,PISOCH,130,1,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2011,Fall,FA11,123,2011-11-27,2011-11-27,sea_star,PISOCH,30,1,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2011,Fall,FA11,123,2011-11-27,2011-11-27,sea_star,PISOCH,40,2,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2011,Fall,FA11,123,2011-11-27,2011-11-27,sea_star,PISOCH,60,4,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2011,Fall,FA11,123,2011-11-27,2011-11-27,sea_star,PISOCH,70,6,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2011,Fall,FA11,123,2011-11-27,2011-11-27,sea_star,PISOCH,80,7,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2012,Spring,SP12,125,2012-03-16,2012-03-16,sea_star,PISOCH,90,2,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2012,Spring,SP12,125,2012-03-16,2012-03-16,sea_star,PISOCH,100,2,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2012,Spring,SP12,125,2012-03-16,2012-03-16,sea_star,PISOCH,NA,0,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2012,Spring,SP12,125,2012-03-16,2012-03-16,sea_star,PISOCH,40,1,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2012,Spring,SP12,125,2012-03-16,2012-03-16,sea_star,PISOCH,50,1,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2012,Spring,SP12,125,2012-03-16,2012-03-16,sea_star,PISOCH,70,6,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2012,Spring,SP12,125,2012-03-16,2012-03-16,sea_star,PISOCH,80,3,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2012,Fall,FA12,127,2012-11-26,2012-11-26,sea_star,PISOCH,90,5,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2012,Fall,FA12,127,2012-11-26,2012-11-26,sea_star,PISOCH,100,2,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2012,Fall,FA12,127,2012-11-26,2012-11-26,sea_star,PISOCH,110,2,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2012,Fall,FA12,127,2012-11-26,2012-11-26,sea_star,PISOCH,130,1,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2012,Fall,FA12,127,2012-11-26,2012-11-26,sea_star,PISOCH,20,1,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2012,Fall,FA12,127,2012-11-26,2012-11-26,sea_star,PISOCH,NA,0,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2012,Fall,FA12,127,2012-11-26,2012-11-26,sea_star,PISOCH,40,2,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2012,Fall,FA12,127,2012-11-26,2012-11-26,sea_star,PISOCH,50,4,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2012,Fall,FA12,127,2012-11-26,2012-11-26,sea_star,PISOCH,60,5,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2012,Fall,FA12,127,2012-11-26,2012-11-26,sea_star,PISOCH,70,5,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2012,Fall,FA12,127,2012-11-26,2012-11-26,sea_star,PISOCH,80,2,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2013,Spring,SP13,129,2013-02-23,2013-02-23,sea_star,PISOCH,90,5,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2013,Spring,SP13,129,2013-02-23,2013-02-23,sea_star,PISOCH,100,1,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2013,Spring,SP13,129,2013-02-23,2013-02-23,sea_star,PISOCH,NA,0,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2013,Spring,SP13,129,2013-02-23,2013-02-23,sea_star,PISOCH,30,2,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2013,Spring,SP13,129,2013-02-23,2013-02-23,sea_star,PISOCH,40,2,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2013,Spring,SP13,129,2013-02-23,2013-02-23,sea_star,PISOCH,50,4,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2013,Spring,SP13,129,2013-02-23,2013-02-23,sea_star,PISOCH,60,5,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2013,Spring,SP13,129,2013-02-23,2013-02-23,sea_star,PISOCH,70,10,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2013,Spring,SP13,129,2013-02-23,2013-02-23,sea_star,PISOCH,80,8,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2013,Fall,FA13,131,2013-11-18,2013-11-18,sea_star,PISOCH,90,1,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2013,Fall,FA13,131,2013-11-18,2013-11-18,sea_star,PISOCH,100,3,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2013,Fall,FA13,131,2013-11-18,2013-11-18,sea_star,PISOCH,120,2,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2013,Fall,FA13,131,2013-11-18,2013-11-18,sea_star,PISOCH,20,7,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2013,Fall,FA13,131,2013-11-18,2013-11-18,sea_star,PISOCH,30,2,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2013,Fall,FA13,131,2013-11-18,2013-11-18,sea_star,PISOCH,40,2,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2013,Fall,FA13,131,2013-11-18,2013-11-18,sea_star,PISOCH,50,7,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2013,Fall,FA13,131,2013-11-18,2013-11-18,sea_star,PISOCH,60,3,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2013,Fall,FA13,131,2013-11-18,2013-11-18,sea_star,PISOCH,70,8,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2013,Fall,FA13,131,2013-11-18,2013-11-18,sea_star,PISOCH,80,5,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2014,Spring,SP14,133,2014-02-24,2014-02-24,sea_star,PISOCH,90,3,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2014,Spring,SP14,133,2014-02-24,2014-02-24,sea_star,PISOCH,100,1,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2014,Spring,SP14,133,2014-02-24,2014-02-24,sea_star,PISOCH,20,5,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2014,Spring,SP14,133,2014-02-24,2014-02-24,sea_star,PISOCH,30,5,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2014,Spring,SP14,133,2014-02-24,2014-02-24,sea_star,PISOCH,40,6,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2014,Spring,SP14,133,2014-02-24,2014-02-24,sea_star,PISOCH,50,4,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
UCLA,Old Stairs,OLDS,34.06612015,-118.99779,34.06612015,-118.99779,6520,2014,Spring,SP14,133,2014-02-24,2014-02-24,sea_star,PISOCH,60,4,3,BT25,California,CA South,Government Point to Mexico,NONE,South Coast,South Coast,NONE,Mainland,intertidal,2022-04-25 11:24:06
