group_code,marine_site_name,site_code,site_lat,site_long,ltm_lat,ltm_long,marine_sort_order,marine_common_year,season_name,marine_season_code,marine_common_season,survey_date,target_assemblage,species_code,plot_code,total,plot_area_m2,method_code,state_province,georegion,bioregion,mpa_designation,mpa_region,mpa_lt_region,mpa_name,island,last_updated
UCSC,Shelter Cove,SHT,40.02254105,-124.07366,40.02254105,-124.07366,5060,2023,Summer,SU23,170,6/7/23,postelsia,POSPAL,1,0,10,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Shelter Cove,SHT,40.02254105,-124.07366,40.02254105,-124.07366,5060,2023,Summer,SU23,170,6/7/23,postelsia,POSPAL,2,0,10,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Shelter Cove,SHT,40.02254105,-124.07366,40.02254105,-124.07366,5060,2023,Summer,SU23,170,6/7/23,postelsia,POSPAL,3,12,10,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Shelter Cove,SHT,40.02254105,-124.07366,40.02254105,-124.07366,5060,2024,Summer,SU24,174,6/25/24,postelsia,POSPAL,1,0,10,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Shelter Cove,SHT,40.02254105,-124.07366,40.02254105,-124.07366,5060,2024,Summer,SU24,174,6/25/24,postelsia,POSPAL,2,0,10,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Shelter Cove,SHT,40.02254105,-124.07366,40.02254105,-124.07366,5060,2024,Summer,SU24,174,6/25/24,postelsia,POSPAL,3,5,10,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Point Arena,ARN,38.95550156,-123.7413,38.95550156,-123.7413,5100,2010,Summer,SU10,118,5/19/10,postelsia,POSPAL,1,2174,40,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Point Arena SMR,Mainland,11/1/24 10:44
UCSC,Point Arena,ARN,38.95550156,-123.7413,38.95550156,-123.7413,5100,2010,Summer,SU10,118,5/19/10,postelsia,POSPAL,2,2310,40,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Point Arena SMR,Mainland,11/1/24 10:44
UCSC,Point Arena,ARN,38.95550156,-123.7413,38.95550156,-123.7413,5100,2010,Summer,SU10,118,5/19/10,postelsia,POSPAL,3,1889,40,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Point Arena SMR,Mainland,11/1/24 10:44
UCSC,Point Arena,ARN,38.95550156,-123.7413,38.95550156,-123.7413,5100,2011,Summer,SU11,122,6/3/11,postelsia,POSPAL,1,1959,40,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Point Arena SMR,Mainland,11/1/24 10:44
UCSC,Point Arena,ARN,38.95550156,-123.7413,38.95550156,-123.7413,5100,2011,Summer,SU11,122,6/3/11,postelsia,POSPAL,2,1898,40,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Point Arena SMR,Mainland,11/1/24 10:44
UCSC,Point Arena,ARN,38.95550156,-123.7413,38.95550156,-123.7413,5100,2011,Summer,SU11,122,6/3/11,postelsia,POSPAL,3,2591,40,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Point Arena SMR,Mainland,11/1/24 10:44
UCSC,Point Arena,ARN,38.95550156,-123.7413,38.95550156,-123.7413,5100,2017,Summer,SU17,146,6/26/17,postelsia,POSPAL,1,1622,40,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Point Arena SMR,Mainland,11/1/24 10:44
UCSC,Point Arena,ARN,38.95550156,-123.7413,38.95550156,-123.7413,5100,2017,Summer,SU17,146,6/26/17,postelsia,POSPAL,2,1638,40,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Point Arena SMR,Mainland,11/1/24 10:44
UCSC,Point Arena,ARN,38.95550156,-123.7413,38.95550156,-123.7413,5100,2017,Summer,SU17,146,6/26/17,postelsia,POSPAL,3,1667,40,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Point Arena SMR,Mainland,11/1/24 10:44
UCSC,Point Arena,ARN,38.95550156,-123.7413,38.95550156,-123.7413,5100,2020,Summer,SU20,158,7/21/20,postelsia,POSPAL,1,883,40,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Point Arena SMR,Mainland,11/1/24 10:44
UCSC,Point Arena,ARN,38.95550156,-123.7413,38.95550156,-123.7413,5100,2020,Summer,SU20,158,7/21/20,postelsia,POSPAL,2,1061,40,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Point Arena SMR,Mainland,11/1/24 10:44
UCSC,Point Arena,ARN,38.95550156,-123.7413,38.95550156,-123.7413,5100,2020,Summer,SU20,158,7/21/20,postelsia,POSPAL,3,1298,40,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Point Arena SMR,Mainland,11/1/24 10:44
UCSC,Point Arena,ARN,38.95550156,-123.7413,38.95550156,-123.7413,5100,2021,Summer,SU21,162,6/27/21,postelsia,POSPAL,1,1362,40,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Point Arena SMR,Mainland,11/1/24 10:44
UCSC,Point Arena,ARN,38.95550156,-123.7413,38.95550156,-123.7413,5100,2021,Summer,SU21,162,6/27/21,postelsia,POSPAL,2,1436,40,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Point Arena SMR,Mainland,11/1/24 10:44
UCSC,Point Arena,ARN,38.95550156,-123.7413,38.95550156,-123.7413,5100,2021,Summer,SU21,162,6/27/21,postelsia,POSPAL,3,1232,40,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Point Arena SMR,Mainland,11/1/24 10:44
UCSC,Point Arena,ARN,38.95550156,-123.7413,38.95550156,-123.7413,5100,2022,Summer,SU22,166,6/15/22,postelsia,POSPAL,1,1443,40,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Point Arena SMR,Mainland,11/1/24 10:44
UCSC,Point Arena,ARN,38.95550156,-123.7413,38.95550156,-123.7413,5100,2022,Summer,SU22,166,6/15/22,postelsia,POSPAL,2,1313,40,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Point Arena SMR,Mainland,11/1/24 10:44
UCSC,Point Arena,ARN,38.95550156,-123.7413,38.95550156,-123.7413,5100,2022,Summer,SU22,166,6/15/22,postelsia,POSPAL,3,1141,40,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Point Arena SMR,Mainland,11/1/24 10:44
UCSC,Point Arena,ARN,38.95550156,-123.7413,38.95550156,-123.7413,5100,2023,Summer,SU23,170,6/4/23,postelsia,POSPAL,1,2534,40,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Point Arena SMR,Mainland,11/1/24 10:44
UCSC,Point Arena,ARN,38.95550156,-123.7413,38.95550156,-123.7413,5100,2023,Summer,SU23,170,6/4/23,postelsia,POSPAL,2,2222,40,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Point Arena SMR,Mainland,11/1/24 10:44
UCSC,Point Arena,ARN,38.95550156,-123.7413,38.95550156,-123.7413,5100,2023,Summer,SU23,170,6/4/23,postelsia,POSPAL,3,3015,40,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Point Arena SMR,Mainland,11/1/24 10:44
UCSC,Point Arena,ARN,38.95550156,-123.7413,38.95550156,-123.7413,5100,2024,Summer,SU24,174,6/6/24,postelsia,POSPAL,1,675,40,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Point Arena SMR,Mainland,11/1/24 10:44
UCSC,Point Arena,ARN,38.95550156,-123.7413,38.95550156,-123.7413,5100,2024,Summer,SU24,174,6/6/24,postelsia,POSPAL,2,984,40,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Point Arena SMR,Mainland,11/1/24 10:44
UCSC,Point Arena,ARN,38.95550156,-123.7413,38.95550156,-123.7413,5100,2024,Summer,SU24,174,6/6/24,postelsia,POSPAL,3,1652,40,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Point Arena SMR,Mainland,11/1/24 10:44
UCSC,Stornetta,STO,38.93787003,-123.7288,38.93787003,-123.7288,5110,2010,Summer,SU10,118,6/12/10,postelsia,POSPAL,1,67,17,IP,California,CA North,WA Olympic Coast to San Francisco,SMCA,North Central Coast,North Coast,Sea Lion Cove SMCA,Mainland,11/1/24 10:44
UCSC,Stornetta,STO,38.93787003,-123.7288,38.93787003,-123.7288,5110,2010,Summer,SU10,118,6/12/10,postelsia,POSPAL,2,380,26,IP,California,CA North,WA Olympic Coast to San Francisco,SMCA,North Central Coast,North Coast,Sea Lion Cove SMCA,Mainland,11/1/24 10:44
UCSC,Stornetta,STO,38.93787003,-123.7288,38.93787003,-123.7288,5110,2010,Summer,SU10,118,6/12/10,postelsia,POSPAL,3,535,22,IP,California,CA North,WA Olympic Coast to San Francisco,SMCA,North Central Coast,North Coast,Sea Lion Cove SMCA,Mainland,11/1/24 10:44
UCSC,Stornetta,STO,38.93787003,-123.7288,38.93787003,-123.7288,5110,2011,Summer,SU11,122,6/15/11,postelsia,POSPAL,1,99,17,IP,California,CA North,WA Olympic Coast to San Francisco,SMCA,North Central Coast,North Coast,Sea Lion Cove SMCA,Mainland,11/1/24 10:44
UCSC,Stornetta,STO,38.93787003,-123.7288,38.93787003,-123.7288,5110,2011,Summer,SU11,122,6/15/11,postelsia,POSPAL,2,451,26,IP,California,CA North,WA Olympic Coast to San Francisco,SMCA,North Central Coast,North Coast,Sea Lion Cove SMCA,Mainland,11/1/24 10:44
UCSC,Stornetta,STO,38.93787003,-123.7288,38.93787003,-123.7288,5110,2011,Summer,SU11,122,6/15/11,postelsia,POSPAL,3,1006,22,IP,California,CA North,WA Olympic Coast to San Francisco,SMCA,North Central Coast,North Coast,Sea Lion Cove SMCA,Mainland,11/1/24 10:44
UCSC,Stornetta,STO,38.93787003,-123.7288,38.93787003,-123.7288,5110,2015,Summer,SU15,138,6/16/15,postelsia,POSPAL,1,9,17,IP,California,CA North,WA Olympic Coast to San Francisco,SMCA,North Central Coast,North Coast,Sea Lion Cove SMCA,Mainland,11/1/24 10:44
UCSC,Stornetta,STO,38.93787003,-123.7288,38.93787003,-123.7288,5110,2015,Summer,SU15,138,6/16/15,postelsia,POSPAL,2,8,26,IP,California,CA North,WA Olympic Coast to San Francisco,SMCA,North Central Coast,North Coast,Sea Lion Cove SMCA,Mainland,11/1/24 10:44
UCSC,Stornetta,STO,38.93787003,-123.7288,38.93787003,-123.7288,5110,2015,Summer,SU15,138,6/16/15,postelsia,POSPAL,3,88,22,IP,California,CA North,WA Olympic Coast to San Francisco,SMCA,North Central Coast,North Coast,Sea Lion Cove SMCA,Mainland,11/1/24 10:44
UCSC,Stornetta,STO,38.93787003,-123.7288,38.93787003,-123.7288,5110,2016,Summer,SU16,142,6/5/16,postelsia,POSPAL,1,18,17,IP,California,CA North,WA Olympic Coast to San Francisco,SMCA,North Central Coast,North Coast,Sea Lion Cove SMCA,Mainland,11/1/24 10:44
UCSC,Stornetta,STO,38.93787003,-123.7288,38.93787003,-123.7288,5110,2016,Summer,SU16,142,6/5/16,postelsia,POSPAL,2,38,26,IP,California,CA North,WA Olympic Coast to San Francisco,SMCA,North Central Coast,North Coast,Sea Lion Cove SMCA,Mainland,11/1/24 10:44
UCSC,Stornetta,STO,38.93787003,-123.7288,38.93787003,-123.7288,5110,2017,Summer,SU17,146,6/25/17,postelsia,POSPAL,1,15,17,IP,California,CA North,WA Olympic Coast to San Francisco,SMCA,North Central Coast,North Coast,Sea Lion Cove SMCA,Mainland,11/1/24 10:44
UCSC,Stornetta,STO,38.93787003,-123.7288,38.93787003,-123.7288,5110,2017,Summer,SU17,146,6/25/17,postelsia,POSPAL,2,76,26,IP,California,CA North,WA Olympic Coast to San Francisco,SMCA,North Central Coast,North Coast,Sea Lion Cove SMCA,Mainland,11/1/24 10:44
UCSC,Stornetta,STO,38.93787003,-123.7288,38.93787003,-123.7288,5110,2018,Summer,SU18,150,6/14/18,postelsia,POSPAL,1,62,17,IP,California,CA North,WA Olympic Coast to San Francisco,SMCA,North Central Coast,North Coast,Sea Lion Cove SMCA,Mainland,11/1/24 10:44
UCSC,Stornetta,STO,38.93787003,-123.7288,38.93787003,-123.7288,5110,2018,Summer,SU18,150,6/14/18,postelsia,POSPAL,2,279,26,IP,California,CA North,WA Olympic Coast to San Francisco,SMCA,North Central Coast,North Coast,Sea Lion Cove SMCA,Mainland,11/1/24 10:44
UCSC,Stornetta,STO,38.93787003,-123.7288,38.93787003,-123.7288,5110,2018,Summer,SU18,150,6/14/18,postelsia,POSPAL,3,576,22,IP,California,CA North,WA Olympic Coast to San Francisco,SMCA,North Central Coast,North Coast,Sea Lion Cove SMCA,Mainland,11/1/24 10:44
UCSC,Stornetta,STO,38.93787003,-123.7288,38.93787003,-123.7288,5110,2019,Summer,SU19,154,6/17/19,postelsia,POSPAL,1,72,17,IP,California,CA North,WA Olympic Coast to San Francisco,SMCA,North Central Coast,North Coast,Sea Lion Cove SMCA,Mainland,11/1/24 10:44
UCSC,Stornetta,STO,38.93787003,-123.7288,38.93787003,-123.7288,5110,2019,Summer,SU19,154,6/17/19,postelsia,POSPAL,2,213,26,IP,California,CA North,WA Olympic Coast to San Francisco,SMCA,North Central Coast,North Coast,Sea Lion Cove SMCA,Mainland,11/1/24 10:44
UCSC,Stornetta,STO,38.93787003,-123.7288,38.93787003,-123.7288,5110,2020,Summer,SU20,158,7/20/20,postelsia,POSPAL,1,98,17,IP,California,CA North,WA Olympic Coast to San Francisco,SMCA,North Central Coast,North Coast,Sea Lion Cove SMCA,Mainland,11/1/24 10:44
UCSC,Stornetta,STO,38.93787003,-123.7288,38.93787003,-123.7288,5110,2020,Summer,SU20,158,7/20/20,postelsia,POSPAL,2,276,26,IP,California,CA North,WA Olympic Coast to San Francisco,SMCA,North Central Coast,North Coast,Sea Lion Cove SMCA,Mainland,11/1/24 10:44
UCSC,Stornetta,STO,38.93787003,-123.7288,38.93787003,-123.7288,5110,2021,Summer,SU21,162,6/25/21,postelsia,POSPAL,1,209,17,IP,California,CA North,WA Olympic Coast to San Francisco,SMCA,North Central Coast,North Coast,Sea Lion Cove SMCA,Mainland,11/1/24 10:44
UCSC,Stornetta,STO,38.93787003,-123.7288,38.93787003,-123.7288,5110,2021,Summer,SU21,162,6/25/21,postelsia,POSPAL,2,652,26,IP,California,CA North,WA Olympic Coast to San Francisco,SMCA,North Central Coast,North Coast,Sea Lion Cove SMCA,Mainland,11/1/24 10:44
UCSC,Stornetta,STO,38.93787003,-123.7288,38.93787003,-123.7288,5110,2021,Summer,SU21,162,6/25/21,postelsia,POSPAL,3,624,22,IP,California,CA North,WA Olympic Coast to San Francisco,SMCA,North Central Coast,North Coast,Sea Lion Cove SMCA,Mainland,11/1/24 10:44
UCSC,Stornetta,STO,38.93787003,-123.7288,38.93787003,-123.7288,5110,2022,Summer,SU22,166,6/16/22,postelsia,POSPAL,1,299,17,IP,California,CA North,WA Olympic Coast to San Francisco,SMCA,North Central Coast,North Coast,Sea Lion Cove SMCA,Mainland,11/1/24 10:44
UCSC,Stornetta,STO,38.93787003,-123.7288,38.93787003,-123.7288,5110,2022,Summer,SU22,166,6/16/22,postelsia,POSPAL,2,1018,26,IP,California,CA North,WA Olympic Coast to San Francisco,SMCA,North Central Coast,North Coast,Sea Lion Cove SMCA,Mainland,11/1/24 10:44
UCSC,Stornetta,STO,38.93787003,-123.7288,38.93787003,-123.7288,5110,2022,Summer,SU22,166,6/16/22,postelsia,POSPAL,3,838,22,IP,California,CA North,WA Olympic Coast to San Francisco,SMCA,North Central Coast,North Coast,Sea Lion Cove SMCA,Mainland,11/1/24 10:44
UCSC,Stornetta,STO,38.93787003,-123.7288,38.93787003,-123.7288,5110,2023,Summer,SU23,170,6/5/23,postelsia,POSPAL,1,153,17,IP,California,CA North,WA Olympic Coast to San Francisco,SMCA,North Central Coast,North Coast,Sea Lion Cove SMCA,Mainland,11/1/24 10:44
UCSC,Stornetta,STO,38.93787003,-123.7288,38.93787003,-123.7288,5110,2023,Summer,SU23,170,6/5/23,postelsia,POSPAL,2,639,26,IP,California,CA North,WA Olympic Coast to San Francisco,SMCA,North Central Coast,North Coast,Sea Lion Cove SMCA,Mainland,11/1/24 10:44
UCSC,Stornetta,STO,38.93787003,-123.7288,38.93787003,-123.7288,5110,2024,Summer,SU24,174,6/7/24,postelsia,POSPAL,1,177,17,IP,California,CA North,WA Olympic Coast to San Francisco,SMCA,North Central Coast,North Coast,Sea Lion Cove SMCA,Mainland,11/1/24 10:44
UCSC,Stornetta,STO,38.93787003,-123.7288,38.93787003,-123.7288,5110,2024,Summer,SU24,174,6/7/24,postelsia,POSPAL,2,926,26,IP,California,CA North,WA Olympic Coast to San Francisco,SMCA,North Central Coast,North Coast,Sea Lion Cove SMCA,Mainland,11/1/24 10:44
UCSC,Saunders Reef,SAU,38.86138153,-123.65361,38.86137772,-123.65361,5130,2010,Summer,SU10,118,6/13/10,postelsia,POSPAL,1,308,20,IP,California,CA North,WA Olympic Coast to San Francisco,SMCA,North Central Coast,North Coast,Saunders Reef SMCA,Mainland,11/1/24 10:44
UCSC,Saunders Reef,SAU,38.86138153,-123.65361,38.86137772,-123.65361,5130,2010,Summer,SU10,118,6/13/10,postelsia,POSPAL,2,429,20,IP,California,CA North,WA Olympic Coast to San Francisco,SMCA,North Central Coast,North Coast,Saunders Reef SMCA,Mainland,11/1/24 10:44
UCSC,Saunders Reef,SAU,38.86138153,-123.65361,38.86137772,-123.65361,5130,2010,Summer,SU10,118,6/13/10,postelsia,POSPAL,3,934,20,IP,California,CA North,WA Olympic Coast to San Francisco,SMCA,North Central Coast,North Coast,Saunders Reef SMCA,Mainland,11/1/24 10:44
UCSC,Saunders Reef,SAU,38.86138153,-123.65361,38.86137772,-123.65361,5130,2011,Summer,SU11,122,5/7/11,postelsia,POSPAL,1,604,20,IP,California,CA North,WA Olympic Coast to San Francisco,SMCA,North Central Coast,North Coast,Saunders Reef SMCA,Mainland,11/1/24 10:44
UCSC,Saunders Reef,SAU,38.86138153,-123.65361,38.86137772,-123.65361,5130,2011,Summer,SU11,122,5/7/11,postelsia,POSPAL,2,486,20,IP,California,CA North,WA Olympic Coast to San Francisco,SMCA,North Central Coast,North Coast,Saunders Reef SMCA,Mainland,11/1/24 10:44
UCSC,Saunders Reef,SAU,38.86138153,-123.65361,38.86137772,-123.65361,5130,2011,Summer,SU11,122,5/7/11,postelsia,POSPAL,3,1645,20,IP,California,CA North,WA Olympic Coast to San Francisco,SMCA,North Central Coast,North Coast,Saunders Reef SMCA,Mainland,11/1/24 10:44
UCSC,Saunders Reef,SAU,38.86138153,-123.65361,38.86137772,-123.65361,5130,2020,Summer,SU20,158,7/22/20,postelsia,POSPAL,1,816,20,IP,California,CA North,WA Olympic Coast to San Francisco,SMCA,North Central Coast,North Coast,Saunders Reef SMCA,Mainland,11/1/24 10:44
UCSC,Saunders Reef,SAU,38.86138153,-123.65361,38.86137772,-123.65361,5130,2020,Summer,SU20,158,7/22/20,postelsia,POSPAL,2,699,20,IP,California,CA North,WA Olympic Coast to San Francisco,SMCA,North Central Coast,North Coast,Saunders Reef SMCA,Mainland,11/1/24 10:44
UCSC,Saunders Reef,SAU,38.86138153,-123.65361,38.86137772,-123.65361,5130,2020,Summer,SU20,158,7/22/20,postelsia,POSPAL,3,1393,20,IP,California,CA North,WA Olympic Coast to San Francisco,SMCA,North Central Coast,North Coast,Saunders Reef SMCA,Mainland,11/1/24 10:44
UCSC,Del Mar Landing,DEL,38.74050903,-123.51086,38.74051285,-123.51086,5140,2010,Summer,SU10,118,5/18/10,postelsia,POSPAL,1,1230,40,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Del Mar Landing SMR,Mainland,11/1/24 10:44
UCSC,Del Mar Landing,DEL,38.74050903,-123.51086,38.74051285,-123.51086,5140,2010,Summer,SU10,118,5/18/10,postelsia,POSPAL,2,669,40,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Del Mar Landing SMR,Mainland,11/1/24 10:44
UCSC,Del Mar Landing,DEL,38.74050903,-123.51086,38.74051285,-123.51086,5140,2010,Summer,SU10,118,5/18/10,postelsia,POSPAL,3,610,10,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Del Mar Landing SMR,Mainland,11/1/24 10:44
UCSC,Del Mar Landing,DEL,38.74050903,-123.51086,38.74051285,-123.51086,5140,2011,Summer,SU11,122,6/1/11,postelsia,POSPAL,1,1905,40,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Del Mar Landing SMR,Mainland,11/1/24 10:44
UCSC,Del Mar Landing,DEL,38.74050903,-123.51086,38.74051285,-123.51086,5140,2011,Summer,SU11,122,6/1/11,postelsia,POSPAL,2,435,40,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Del Mar Landing SMR,Mainland,11/1/24 10:44
UCSC,Del Mar Landing,DEL,38.74050903,-123.51086,38.74051285,-123.51086,5140,2011,Summer,SU11,122,6/1/11,postelsia,POSPAL,3,336,10,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Del Mar Landing SMR,Mainland,11/1/24 10:44
UCSC,Del Mar Landing,DEL,38.74050903,-123.51086,38.74051285,-123.51086,5140,2017,Summer,SU17,146,6/24/17,postelsia,POSPAL,1,828,40,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Del Mar Landing SMR,Mainland,11/1/24 10:44
UCSC,Del Mar Landing,DEL,38.74050903,-123.51086,38.74051285,-123.51086,5140,2017,Summer,SU17,146,6/24/17,postelsia,POSPAL,2,122,40,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Del Mar Landing SMR,Mainland,11/1/24 10:44
UCSC,Del Mar Landing,DEL,38.74050903,-123.51086,38.74051285,-123.51086,5140,2017,Summer,SU17,146,6/24/17,postelsia,POSPAL,3,222,10,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Del Mar Landing SMR,Mainland,11/1/24 10:44
UCSC,Del Mar Landing,DEL,38.74050903,-123.51086,38.74051285,-123.51086,5140,2020,Summer,SU20,158,7/6/20,postelsia,POSPAL,1,652,40,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Del Mar Landing SMR,Mainland,11/1/24 10:44
UCSC,Del Mar Landing,DEL,38.74050903,-123.51086,38.74051285,-123.51086,5140,2020,Summer,SU20,158,7/6/20,postelsia,POSPAL,2,87,40,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Del Mar Landing SMR,Mainland,11/1/24 10:44
UCSC,Del Mar Landing,DEL,38.74050903,-123.51086,38.74051285,-123.51086,5140,2020,Summer,SU20,158,7/6/20,postelsia,POSPAL,3,2,10,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Del Mar Landing SMR,Mainland,11/1/24 10:44
UCSC,Sea Ranch,SEA,38.73049927,-123.48864,38.73049927,-123.48864,5150,2004,Summer,SU04,94,6/6/04,postelsia,POSPAL,1,282,10,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Central Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Sea Ranch,SEA,38.73049927,-123.48864,38.73049927,-123.48864,5150,2004,Summer,SU04,94,6/6/04,postelsia,POSPAL,2,1974,14,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Central Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Sea Ranch,SEA,38.73049927,-123.48864,38.73049927,-123.48864,5150,2005,Summer,SU05,98,6/25/05,postelsia,POSPAL,1,137,10,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Central Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Sea Ranch,SEA,38.73049927,-123.48864,38.73049927,-123.48864,5150,2005,Summer,SU05,98,6/25/05,postelsia,POSPAL,2,1104,14,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Central Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Sea Ranch,SEA,38.73049927,-123.48864,38.73049927,-123.48864,5150,2006,Summer,SU06,102,6/12/06,postelsia,POSPAL,1,279,10,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Central Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Sea Ranch,SEA,38.73049927,-123.48864,38.73049927,-123.48864,5150,2006,Summer,SU06,102,6/12/06,postelsia,POSPAL,2,1139,14,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Central Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Sea Ranch,SEA,38.73049927,-123.48864,38.73049927,-123.48864,5150,2007,Summer,SU07,106,6/14/07,postelsia,POSPAL,1,301,10,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Central Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Sea Ranch,SEA,38.73049927,-123.48864,38.73049927,-123.48864,5150,2007,Summer,SU07,106,6/14/07,postelsia,POSPAL,2,1907,14,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Central Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Sea Ranch,SEA,38.73049927,-123.48864,38.73049927,-123.48864,5150,2008,Summer,SU08,110,6/3/08,postelsia,POSPAL,1,530,10,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Central Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Sea Ranch,SEA,38.73049927,-123.48864,38.73049927,-123.48864,5150,2008,Summer,SU08,110,6/3/08,postelsia,POSPAL,2,2434,14,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Central Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Sea Ranch,SEA,38.73049927,-123.48864,38.73049927,-123.48864,5150,2009,Summer,SU09,114,6/22/09,postelsia,POSPAL,1,4,10,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Central Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Sea Ranch,SEA,38.73049927,-123.48864,38.73049927,-123.48864,5150,2009,Summer,SU09,114,6/22/09,postelsia,POSPAL,2,1121,14,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Central Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Sea Ranch,SEA,38.73049927,-123.48864,38.73049927,-123.48864,5150,2010,Summer,SU10,118,6/11/10,postelsia,POSPAL,1,0,10,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Central Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Sea Ranch,SEA,38.73049927,-123.48864,38.73049927,-123.48864,5150,2010,Summer,SU10,118,6/11/10,postelsia,POSPAL,2,1052,14,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Central Coast,North Coast,NONE,Mainland,11/1/24 10:44
