"","doy","t","temp","seas","thresh"
"1622",143,2010-05-22,11.17,11.0948,12.3214
"1623",144,2010-05-23,11.39,11.154,12.3788
"1624",145,2010-05-24,11.57,11.2138,12.4361
"1625",146,2010-05-25,12.32,11.273,12.4939
"1626",147,2010-05-26,11.35,11.3292,12.5503
"1627",148,2010-05-27,12.86,11.3833,12.6077
"1628",149,2010-05-28,12.67,11.4324,12.665
"1629",150,2010-05-29,12.57,11.4756,12.717
"1630",151,2010-05-30,12.38,11.5123,12.7621
"1631",152,2010-05-31,13.11,11.5458,12.8078
"1632",153,2010-06-01,12.18,11.5763,12.8525
"1633",154,2010-06-02,12.77,11.6052,12.8943
"1634",155,2010-06-03,NA,11.6327,12.9426
"1635",156,2010-06-04,13.02,11.6593,12.984
"1636",157,2010-06-05,13.38,11.6879,13.032
"1637",158,2010-06-06,14.14,11.7199,13.0849
"1638",159,2010-06-07,13.97,11.7567,13.1426
"1639",160,2010-06-08,13.54,11.7988,13.2031
"1640",161,2010-06-09,13.1,11.8447,13.2608
"1641",162,2010-06-10,12.87,11.8947,13.3198
"1642",163,2010-06-11,12.99,11.9459,13.379
"1643",164,2010-06-12,11.78,11.9968,13.4355
"1644",165,2010-06-13,11.58,12.0482,13.4926
"1645",166,2010-06-14,10.73,12.0995,13.5503
"1646",167,2010-06-15,10.49,12.151,13.6086
"1647",168,2010-06-16,9.28,12.2006,13.6643
"1648",169,2010-06-17,9.16,12.2476,13.7159
"1649",170,2010-06-18,9.64,12.2903,13.7643
"1650",171,2010-06-19,10.68,12.3284,13.8075
"1651",172,2010-06-20,10.13,12.3659,13.849
"1652",173,2010-06-21,10.65,12.4026,13.8866
"1653",174,2010-06-22,9.45,12.4391,13.9248
"1654",175,2010-06-23,12.18,12.4766,13.9638
"1655",176,2010-06-24,9.76,12.5146,14.0041
"1656",177,2010-06-25,11.35,12.5547,14.0455
"1657",178,2010-06-26,11.4,12.5969,14.0863
"1658",179,2010-06-27,11.76,12.6438,14.127
"1659",180,2010-06-28,11.92,12.6962,14.1683
"1660",181,2010-06-29,10.21,12.7544,14.2097
"1661",182,2010-06-30,10.61,12.8173,14.2515
"1662",183,2010-07-01,10.88,12.8822,14.2899
"1663",184,2010-07-02,11.54,12.9492,14.3291
"1664",185,2010-07-03,10.75,13.0193,14.3719
"1665",186,2010-07-04,10.19,13.091,14.417
"1666",187,2010-07-05,9.82,13.164,14.4627
"1667",188,2010-07-06,9.22,13.2358,14.5117
"1668",189,2010-07-07,11.12,13.3061,14.5583
"1669",190,2010-07-08,9.65,13.3724,14.6052
"1670",191,2010-07-09,10.42,13.4325,14.6488
"1671",192,2010-07-10,12.86,13.4878,14.691
"1672",193,2010-07-11,12.43,13.5396,14.7313
"1673",194,2010-07-12,12.85,13.5889,14.7685
"1674",195,2010-07-13,12.57,13.636,14.8059
"1675",196,2010-07-14,12.57,13.6802,14.8405
"1676",197,2010-07-15,13.4,13.7231,14.8741
"1677",198,2010-07-16,13.08,13.7637,14.906
"1678",199,2010-07-17,13.78,13.8044,14.9406
"1679",200,2010-07-18,13.89,13.8446,14.9793
"1680",201,2010-07-19,13.75,13.8858,15.0177
"1681",202,2010-07-20,13.77,13.9286,15.057
"1682",203,2010-07-21,13.73,13.9704,15.0983
"1683",204,2010-07-22,13.49,14.0097,15.1364
"1684",205,2010-07-23,13.12,14.0471,15.1728
"1685",206,2010-07-24,12.92,14.0823,15.2079
"1686",207,2010-07-25,12.92,14.1159,15.2395
"1687",208,2010-07-26,12.83,14.1482,15.2697
"1688",209,2010-07-27,12.87,14.18,15.3027
"1689",210,2010-07-28,13.07,14.2093,15.3359
"1690",211,2010-07-29,13.08,14.2355,15.3648
"1691",212,2010-07-30,13.46,14.257,15.3897
"1692",213,2010-07-31,13.83,14.275,15.4115
"1693",214,2010-08-01,13.95,14.2912,15.4343
"1694",215,2010-08-02,13.67,14.3067,15.4522
"1695",216,2010-08-03,13.51,14.3208,15.4719
"1696",217,2010-08-04,13.02,14.3324,15.4825
"1697",218,2010-08-05,13.31,14.3416,15.4932
"1698",219,2010-08-06,13.56,14.3487,15.4999
"1699",220,2010-08-07,13.57,14.3524,15.5028
"1700",221,2010-08-08,14.19,14.3529,15.4998
"1701",222,2010-08-09,13.81,14.3552,15.4989
"1702",223,2010-08-10,13.57,14.3594,15.4989
"1703",224,2010-08-11,13.36,14.3633,15.4995
"1704",225,2010-08-12,12.82,14.3655,15.5007
"1705",226,2010-08-13,13.03,14.3662,15.5028
"1706",227,2010-08-14,13.28,14.3651,15.5072
"1707",228,2010-08-15,13.6,14.3626,15.5125
"1708",229,2010-08-16,13,14.3563,15.5189
"1709",230,2010-08-17,13.69,14.3453,15.5192
"1710",231,2010-08-18,14.11,14.3293,15.5128
"1711",232,2010-08-19,12.26,14.3097,15.5037
"1712",233,2010-08-20,12.31,14.2844,15.4878
"1713",234,2010-08-21,13.05,14.2547,15.4553
"1714",235,2010-08-22,12.61,14.2235,15.4181
"1715",236,2010-08-23,12.86,14.1915,15.3764
"1716",237,2010-08-24,13.23,14.1585,15.3321
"1717",238,2010-08-25,13.88,14.1242,15.289
"1718",239,2010-08-26,13.39,14.0888,15.2457
"1719",240,2010-08-27,13.41,14.0537,15.2009
"1720",241,2010-08-28,12.66,14.0198,15.1573
"1721",242,2010-08-29,14.58,13.988,15.1176
"1722",243,2010-08-30,13.33,13.9582,15.0852
"1723",244,2010-08-31,12.95,13.9293,15.0555
"1724",245,2010-09-01,13.11,13.9005,15.0281
"1725",246,2010-09-02,12.6,13.8707,15.0046
"1726",247,2010-09-03,14.4,13.8402,14.9795
"1727",248,2010-09-04,13.08,13.8088,14.955
"1728",249,2010-09-05,11.96,13.7766,14.9289
"1729",250,2010-09-06,11.2,13.7441,14.9019
"1730",251,2010-09-07,10.13,13.7117,14.8758
"1731",252,2010-09-08,11.14,13.6793,14.8503
"1732",253,2010-09-09,11.17,13.6448,14.8232
"1733",254,2010-09-10,10.98,13.6083,14.7957
"1734",255,2010-09-11,11.73,13.5716,14.7675
"1735",256,2010-09-12,12.2,13.5356,14.7378
"1736",257,2010-09-13,13.12,13.4995,14.7058
"1737",258,2010-09-14,12.84,13.4632,14.6723
"1738",259,2010-09-15,12.95,13.4266,14.6385
"1739",260,2010-09-16,12.73,13.3913,14.6021
"1740",261,2010-09-17,12.04,13.3578,14.5659
"1741",262,2010-09-18,12.35,13.3258,14.5292
"1742",263,2010-09-19,12.15,13.2948,14.4922
"1743",264,2010-09-20,12.65,13.2654,14.4532
"1744",265,2010-09-21,12.78,13.2372,14.4259
"1745",266,2010-09-22,12.54,13.2071,14.4017
"1746",267,2010-09-23,13.44,13.1754,14.3774
"1747",268,2010-09-24,13.11,13.1438,14.3537
"1748",269,2010-09-25,13.19,13.1117,14.3303
"1749",270,2010-09-26,12.89,13.079,14.3061
"1750",271,2010-09-27,13.54,13.0444,14.2813
"1751",272,2010-09-28,13,13.008,14.2555
"1752",273,2010-09-29,13.25,12.9705,14.2293
"1753",274,2010-09-30,13.3,12.9331,14.2003
"1754",275,2010-10-01,13.35,12.896,14.1711
"1755",276,2010-10-02,13.19,12.8591,14.139
"1756",277,2010-10-03,12.83,12.8229,14.1079
"1757",278,2010-10-04,12.76,12.7871,14.078
"1758",279,2010-10-05,11.67,12.7501,14.0453
"1759",280,2010-10-06,10.66,12.7126,14.0095
"1760",281,2010-10-07,10.95,12.6745,13.9776
"1761",282,2010-10-08,11.27,12.6343,13.9467
"1762",283,2010-10-09,11.21,12.5926,13.9134
"1763",284,2010-10-10,10.94,12.5491,13.8789
"1764",285,2010-10-11,11,12.5029,13.8432
"1765",286,2010-10-12,11.09,12.4548,13.8075
"1766",287,2010-10-13,11.55,12.4052,13.7763
"1767",288,2010-10-14,11.64,12.3554,13.7459
"1768",289,2010-10-15,11.57,12.3053,13.7163
"1769",290,2010-10-16,10.64,12.2569,13.6884
"1770",291,2010-10-17,10.38,12.2102,13.6637
"1771",292,2010-10-18,10.47,12.1658,13.6429
"1772",293,2010-10-19,10.96,12.1253,13.6248
"1773",294,2010-10-20,11.12,12.0875,13.6108
"1774",295,2010-10-21,10.74,12.0524,13.6075
"1775",296,2010-10-22,11.12,12.02,13.606
"1776",297,2010-10-23,11.17,11.9909,13.6013
"1777",298,2010-10-24,11.71,11.9647,13.599
"1778",299,2010-10-25,11.61,11.9406,13.5992
"1779",300,2010-10-26,11.52,11.918,13.5993
"1780",301,2010-10-27,11.16,11.8964,13.5971
"1781",302,2010-10-28,11.13,11.8752,13.5798
"1782",303,2010-10-29,11.44,11.8539,13.5561
"1783",304,2010-10-30,11.38,11.8319,13.5321
"1784",305,2010-10-31,11.36,11.8093,13.5072
"1785",306,2010-11-01,11.6,11.7865,13.4814
"1786",307,2010-11-02,11.81,11.7639,13.4567
"1787",308,2010-11-03,12.03,11.741,13.431
"1788",309,2010-11-04,12.05,11.7175,13.404
"1789",310,2010-11-05,11.98,11.6947,13.3783
"1790",311,2010-11-06,12.06,11.6726,13.3556
"1791",312,2010-11-07,12.47,11.6506,13.3299
"1792",313,2010-11-08,12.56,11.6299,13.3045
"1793",314,2010-11-09,12.18,11.6101,13.2846
"1794",315,2010-11-10,12.57,11.5909,13.2648
"1795",316,2010-11-11,12.56,11.5727,13.2532
"1796",317,2010-11-12,12.5,11.5542,13.2428
"1797",318,2010-11-13,12.19,11.5356,13.2283
"1798",319,2010-11-14,12,11.5168,13.215
"1799",320,2010-11-15,11.85,11.4984,13.2013
"1800",321,2010-11-16,11.39,11.4791,13.1839
"1801",322,2010-11-17,10.69,11.4586,13.1627
"1802",323,2010-11-18,11.2,11.4367,13.1399
"1803",324,2010-11-19,11.15,11.413,13.117
"1804",325,2010-11-20,10.75,11.3886,13.0929
"1805",326,2010-11-21,11,11.3646,13.0635
"1806",327,2010-11-22,10.87,11.3407,13.0299
"1807",328,2010-11-23,10.71,11.3165,12.9988
"1808",329,2010-11-24,10.29,11.2916,12.9666
"1809",330,2010-11-25,9.88,11.2653,12.9306
"1810",331,2010-11-26,9.51,11.2372,12.8929
"1811",332,2010-11-27,9.71,11.2079,12.8561
"1812",333,2010-11-28,9.99,11.1783,12.8332
"1813",334,2010-11-29,9.87,11.1487,12.8163
"1814",335,2010-11-30,9.61,11.1188,12.7996
"1815",336,2010-12-01,10.25,11.0884,12.7829
"1816",337,2010-12-02,10.21,11.0569,12.765
"1817",338,2010-12-03,9.62,11.0241,12.7466
"1818",339,2010-12-04,9.74,10.9907,12.727
"1819",340,2010-12-05,10.13,10.9572,12.7073
"1820",341,2010-12-06,10.19,10.9239,12.6891
"1821",342,2010-12-07,10.49,10.8915,12.6709
"1822",343,2010-12-08,10.77,10.86,12.6537
"1823",344,2010-12-09,10.85,10.8291,12.6361
"1824",345,2010-12-10,10.83,10.7989,12.6157
"1825",346,2010-12-11,10.85,10.7699,12.5959
"1826",347,2010-12-12,11.01,10.7411,12.5673
"1827",348,2010-12-13,11.3,10.7131,12.5328
"1828",349,2010-12-14,11.38,10.6861,12.4906
"1829",350,2010-12-15,11.24,10.6599,12.4366
"1830",351,2010-12-16,10.66,10.6348,12.3805
"1831",352,2010-12-17,10.75,10.6115,12.3263
"1832",353,2010-12-18,10.82,10.5899,12.2751
"1833",354,2010-12-19,11,10.5702,12.2279
"1834",355,2010-12-20,11.05,10.5518,12.1826
"1835",356,2010-12-21,11.04,10.5343,12.1375
"1836",357,2010-12-22,10.7,10.5176,12.0963
"1837",358,2010-12-23,10.79,10.5021,12.067
"1838",359,2010-12-24,11,10.488,12.0421
"1839",360,2010-12-25,10.85,10.4754,12.0204
"1840",361,2010-12-26,10.72,10.4642,12.0017
"1841",362,2010-12-27,10.87,10.4547,11.9832
"1842",363,2010-12-28,10.86,10.4461,11.9664
"1843",364,2010-12-29,10.79,10.4383,11.9497
"1844",365,2010-12-30,10.26,10.4312,11.9325
"1845",366,2010-12-31,9.93,10.4246,11.9154
"1846",1,2011-01-01,10.06,10.4183,11.8983
"1847",2,2011-01-02,10.53,10.4124,11.8823
"1848",3,2011-01-03,10.45,10.4072,11.8665
"1849",4,2011-01-04,10.47,10.4023,11.8512
"1850",5,2011-01-05,10.44,10.3975,11.8334
"1851",6,2011-01-06,10.52,10.3932,11.8143
"1852",7,2011-01-07,10.44,10.3883,11.7984
"1853",8,2011-01-08,10.17,10.383,11.7817
"1854",9,2011-01-09,10.23,10.3769,11.7648
"1855",10,2011-01-10,9.99,10.3701,11.7479
"1856",11,2011-01-11,9.7,10.3625,11.7284
"1857",12,2011-01-12,10.14,10.3553,11.6986
"1858",13,2011-01-13,10.4,10.3483,11.6692
"1859",14,2011-01-14,10.71,10.3417,11.6488
"1860",15,2011-01-15,10.48,10.3352,11.6378
"1861",16,2011-01-16,10.78,10.3285,11.6292
"1862",17,2011-01-17,10.65,10.3216,11.6239
"1863",18,2011-01-18,10.5,10.3148,11.6191
"1864",19,2011-01-19,10.56,10.3084,11.6145
"1865",20,2011-01-20,10.23,10.3025,11.6083
"1866",21,2011-01-21,10.54,10.2971,11.6028
"1867",22,2011-01-22,10.48,10.292,11.5962
"1868",23,2011-01-23,10.41,10.2868,11.5832
"1869",24,2011-01-24,10.46,10.2817,11.5686
"1870",25,2011-01-25,10.21,10.2764,11.5571
"1871",26,2011-01-26,10.11,10.271,11.549
"1872",27,2011-01-27,10.26,10.266,11.5446
"1873",28,2011-01-28,10.12,10.2612,11.5417
"1874",29,2011-01-29,10.02,10.2558,11.5403
"1875",30,2011-01-30,10.19,10.2495,11.5406
"1876",31,2011-01-31,10.24,10.2427,11.54
"1877",32,2011-02-01,10.17,10.2357,11.5394
"1878",33,2011-02-02,10.1,10.2286,11.538
"1879",34,2011-02-03,10.06,10.2214,11.5351
"1880",35,2011-02-04,10.24,10.2134,11.5326
"1881",36,2011-02-05,10.32,10.205,11.5315
"1882",37,2011-02-06,10.26,10.1955,11.5291
"1883",38,2011-02-07,10.33,10.185,11.5216
"1884",39,2011-02-08,9.71,10.1744,11.5126
"1885",40,2011-02-09,9.14,10.164,11.5039
"1886",41,2011-02-10,9.07,10.1541,11.4952
"1887",42,2011-02-11,9.02,10.1446,11.4868
"1888",43,2011-02-12,8.59,10.1353,11.4905
"1889",44,2011-02-13,9.18,10.1259,11.499
"1890",45,2011-02-14,9.51,10.1168,11.5082
"1891",46,2011-02-15,10.12,10.1079,11.5194
"1892",47,2011-02-16,9.83,10.0993,11.5299
"1893",48,2011-02-17,9.68,10.0912,11.5374
"1894",49,2011-02-18,9.52,10.0835,11.5448
"1895",50,2011-02-19,9.84,10.0757,11.5497
"1896",51,2011-02-20,9.63,10.0676,11.5543
"1897",52,2011-02-21,9.36,10.0598,11.5583
"1898",53,2011-02-22,9.63,10.0521,11.5623
"1899",54,2011-02-23,9.58,10.0452,11.5657
"1900",55,2011-02-24,8.84,10.0388,11.5683
"1901",56,2011-02-25,9.09,10.0329,11.567
"1902",57,2011-02-26,8.91,10.0277,11.5638
"1903",58,2011-02-27,8.16,10.0231,11.5582
"1904",59,2011-02-28,9.18,10.0192,11.5523
"1905",61,2011-03-01,9.38,10.0154,11.5421
"1906",62,2011-03-02,9.62,10.0158,11.5405
"1907",63,2011-03-03,9.59,10.0165,11.5392
"1908",64,2011-03-04,9.59,10.0179,11.5393
"1909",65,2011-03-05,9.74,10.0197,11.5418
"1910",66,2011-03-06,9.88,10.0228,11.5447
"1911",67,2011-03-07,9.92,10.027,11.5528
"1912",68,2011-03-08,9.67,10.0326,11.562
"1913",69,2011-03-09,9.85,10.0396,11.5719
"1914",70,2011-03-10,10.06,10.0472,11.5828
"1915",71,2011-03-11,10.18,10.0551,11.5903
"1916",72,2011-03-12,10.27,10.063,11.5955
"1917",73,2011-03-13,10.47,10.0709,11.6003
"1918",74,2011-03-14,10.58,10.0794,11.6039
"1919",75,2011-03-15,10.6,10.088,11.6062
"1920",76,2011-03-16,10.42,10.0962,11.6033
"1921",77,2011-03-17,10.24,10.1033,11.5987
"1922",78,2011-03-18,10.28,10.1105,11.5935
"1923",79,2011-03-19,10.12,10.117,11.5845
"1924",80,2011-03-20,10.11,10.1229,11.5717
"1925",81,2011-03-21,10.26,10.1287,11.5569
"1926",82,2011-03-22,10.39,10.1349,11.5421
"1927",83,2011-03-23,10.44,10.141,11.5247
"1928",84,2011-03-24,10.31,10.1466,11.5081
"1929",85,2011-03-25,10.2,10.1516,11.4959
"1930",86,2011-03-26,10.01,10.1555,11.4839
"1931",87,2011-03-27,9.98,10.1589,11.4727
"1932",88,2011-03-28,9.87,10.1624,11.4623
"1933",89,2011-03-29,10.04,10.1657,11.4537
"1934",90,2011-03-30,10.27,10.1693,11.4464
"1935",91,2011-03-31,10.56,10.1732,11.4423
"1936",92,2011-04-01,10.57,10.1769,11.4381
"1937",93,2011-04-02,10.43,10.1797,11.4319
"1938",94,2011-04-03,10.19,10.1833,11.4283
"1939",95,2011-04-04,9.95,10.1874,11.4253
"1940",96,2011-04-05,10.22,10.1923,11.4233
"1941",97,2011-04-06,9.35,10.1984,11.4223
"1942",98,2011-04-07,9.26,10.2059,11.4205
"1943",99,2011-04-08,8.94,10.2143,11.4174
"1944",100,2011-04-09,8.64,10.2229,11.415
"1945",101,2011-04-10,8.74,10.2313,11.4125
"1946",102,2011-04-11,9.1,10.2397,11.4134
"1947",103,2011-04-12,8.84,10.2482,11.4167
"1948",104,2011-04-13,9.03,10.2575,11.4224
"1949",105,2011-04-14,9.61,10.2663,11.4285
"1950",106,2011-04-15,9.74,10.277,11.4352
"1951",107,2011-04-16,10.08,10.2881,11.4461
"1952",108,2011-04-17,10.4,10.2987,11.4574
"1953",109,2011-04-18,10.64,10.3076,11.4655
"1954",110,2011-04-19,10.73,10.3153,11.4772
"1955",111,2011-04-20,10.55,10.3221,11.4939
"1956",112,2011-04-21,10.65,10.3291,11.513
"1957",113,2011-04-22,10.05,10.3347,11.5308
"1958",114,2011-04-23,10.18,10.3404,11.552
"1959",115,2011-04-24,10.16,10.3466,11.5725
"1960",116,2011-04-25,NA,10.354,11.5887
"1961",117,2011-04-26,NA,10.361,11.604
"1962",118,2011-04-27,11.99,10.3692,11.619
"1963",119,2011-04-28,11.73,10.3798,11.6385
"1964",120,2011-04-29,10.87,10.3934,11.6639
"1965",121,2011-04-30,10.48,10.4088,11.689
"1966",122,2011-05-01,9.72,10.4248,11.7112
"1967",123,2011-05-02,10.42,10.4404,11.731
"1968",124,2011-05-03,9.68,10.4586,11.7523
"1969",125,2011-05-04,9.06,10.4778,11.7785
"1970",126,2011-05-05,9.04,10.4975,11.7974
"1971",127,2011-05-06,9.15,10.5179,11.8143
"1972",128,2011-05-07,9.1,10.5386,11.8302
"1973",129,2011-05-08,9.08,10.5591,11.8439
"1974",130,2011-05-09,8.75,10.5799,11.8632
"1975",131,2011-05-10,8.45,10.6011,11.8835
"1976",132,2011-05-11,10.54,10.6251,11.9065
"1977",133,2011-05-12,9.57,10.6531,11.9325
"1978",134,2011-05-13,9.64,10.6845,11.9599
"1979",135,2011-05-14,10.11,10.7169,11.9864
"1980",136,2011-05-15,9.86,10.7523,12.0134
"1981",137,2011-05-16,9.35,10.7892,12.0426
"1982",138,2011-05-17,9.41,10.8297,12.0765
"1983",139,2011-05-18,10.67,10.8748,12.1142
"1984",140,2011-05-19,10.29,10.9253,12.1608
"1985",141,2011-05-20,10.66,10.9792,12.2103
"1986",142,2011-05-21,11.11,11.0365,12.2652
"1987",143,2011-05-22,10.45,11.0948,12.3214
"1988",144,2011-05-23,9.99,11.154,12.3788
"1989",145,2011-05-24,10.92,11.2138,12.4361
"1990",146,2011-05-25,12.05,11.273,12.4939
"1991",147,2011-05-26,11.6,11.3292,12.5503
"1992",148,2011-05-27,11.49,11.3833,12.6077
"1993",149,2011-05-28,11.91,11.4324,12.665
"1994",150,2011-05-29,11.89,11.4756,12.717
"1995",151,2011-05-30,11.39,11.5123,12.7621
"1996",152,2011-05-31,10.66,11.5458,12.8078
"1997",153,2011-06-01,11.44,11.5763,12.8525
"1998",154,2011-06-02,11.77,11.6052,12.8943
"1999",155,2011-06-03,12.41,11.6327,12.9426
"2000",156,2011-06-04,11.96,11.6593,12.984
"2001",157,2011-06-05,12.34,11.6879,13.032
"2002",158,2011-06-06,13.33,11.7199,13.0849
"2003",159,2011-06-07,12.28,11.7567,13.1426
"2004",160,2011-06-08,12.7,11.7988,13.2031
"2005",161,2011-06-09,12.55,11.8447,13.2608
"2006",162,2011-06-10,13.81,11.8947,13.3198
"2007",163,2011-06-11,11.83,11.9459,13.379
"2008",164,2011-06-12,12.91,11.9968,13.4355
"2009",165,2011-06-13,12.29,12.0482,13.4926
"2010",166,2011-06-14,11.86,12.0995,13.5503
"2011",167,2011-06-15,10.89,12.151,13.6086
"2012",168,2011-06-16,9.95,12.2006,13.6643
"2013",169,2011-06-17,9.58,12.2476,13.7159
"2014",170,2011-06-18,10.8,12.2903,13.7643
"2015",171,2011-06-19,10.01,12.3284,13.8075
"2016",172,2011-06-20,9.89,12.3659,13.849
"2017",173,2011-06-21,11.22,12.4026,13.8866
"2018",174,2011-06-22,12.03,12.4391,13.9248
"2019",175,2011-06-23,10.89,12.4766,13.9638
"2020",176,2011-06-24,10.55,12.5146,14.0041
"2021",177,2011-06-25,10.81,12.5547,14.0455
"2022",178,2011-06-26,12.43,12.5969,14.0863
"2023",179,2011-06-27,10.97,12.6438,14.127
"2024",180,2011-06-28,13.48,12.6962,14.1683
"2025",181,2011-06-29,12.79,12.7544,14.2097
"2026",182,2011-06-30,13.56,12.8173,14.2515
"2027",183,2011-07-01,11.51,12.8822,14.2899
"2028",184,2011-07-02,11.57,12.9492,14.3291
"2029",185,2011-07-03,11.63,13.0193,14.3719
"2030",186,2011-07-04,11.41,13.091,14.417
"2031",187,2011-07-05,12.41,13.164,14.4627
"2032",188,2011-07-06,12.98,13.2358,14.5117
"2033",189,2011-07-07,13.95,13.3061,14.5583
"2034",190,2011-07-08,14.19,13.3724,14.6052
"2035",191,2011-07-09,13.01,13.4325,14.6488
"2036",192,2011-07-10,13.71,13.4878,14.691
"2037",193,2011-07-11,13.8,13.5396,14.7313
"2038",194,2011-07-12,12.87,13.5889,14.7685
"2039",195,2011-07-13,11.75,13.636,14.8059
"2040",196,2011-07-14,11.85,13.6802,14.8405
"2041",197,2011-07-15,10.87,13.7231,14.8741
"2042",198,2011-07-16,11.83,13.7637,14.906
"2043",199,2011-07-17,13.55,13.8044,14.9406
"2044",200,2011-07-18,13.25,13.8446,14.9793
"2045",201,2011-07-19,13.44,13.8858,15.0177
"2046",202,2011-07-20,12.56,13.9286,15.057
"2047",203,2011-07-21,13.67,13.9704,15.0983
"2048",204,2011-07-22,13.47,14.0097,15.1364
"2049",205,2011-07-23,13.54,14.0471,15.1728
"2050",206,2011-07-24,14.68,14.0823,15.2079
"2051",207,2011-07-25,13.77,14.1159,15.2395
"2052",208,2011-07-26,13.94,14.1482,15.2697
"2053",209,2011-07-27,14.65,14.18,15.3027
"2054",210,2011-07-28,14.73,14.2093,15.3359
"2055",211,2011-07-29,12.81,14.2355,15.3648
"2056",212,2011-07-30,13.74,14.257,15.3897
"2057",213,2011-07-31,14.03,14.275,15.4115
"2058",214,2011-08-01,14.48,14.2912,15.4343
"2059",215,2011-08-02,13.9,14.3067,15.4522
"2060",216,2011-08-03,14.5,14.3208,15.4719
"2061",217,2011-08-04,14.43,14.3324,15.4825
"2062",218,2011-08-05,14.72,14.3416,15.4932
"2063",219,2011-08-06,15.91,14.3487,15.4999
"2064",220,2011-08-07,15.71,14.3524,15.5028
"2065",221,2011-08-08,15.7,14.3529,15.4998
"2066",222,2011-08-09,14.15,14.3552,15.4989
"2067",223,2011-08-10,14.74,14.3594,15.4989
"2068",224,2011-08-11,15.04,14.3633,15.4995
"2069",225,2011-08-12,14.95,14.3655,15.5007
"2070",226,2011-08-13,14.13,14.3662,15.5028
"2071",227,2011-08-14,14.4,14.3651,15.5072
"2072",228,2011-08-15,14.43,14.3626,15.5125
"2073",229,2011-08-16,14.73,14.3563,15.5189
"2074",230,2011-08-17,14.55,14.3453,15.5192
"2075",231,2011-08-18,14.39,14.3293,15.5128
"2076",232,2011-08-19,14.36,14.3097,15.5037
"2077",233,2011-08-20,14.84,14.2844,15.4878
"2078",234,2011-08-21,14.86,14.2547,15.4553
"2079",235,2011-08-22,15.08,14.2235,15.4181
"2080",236,2011-08-23,15.44,14.1915,15.3764
"2081",237,2011-08-24,13.57,14.1585,15.3321
"2082",238,2011-08-25,15.42,14.1242,15.289
"2083",239,2011-08-26,15.03,14.0888,15.2457
"2084",240,2011-08-27,14.23,14.0537,15.2009
"2085",241,2011-08-28,14.54,14.0198,15.1573
"2086",242,2011-08-29,14.25,13.988,15.1176
"2087",243,2011-08-30,14.79,13.9582,15.0852
"2088",244,2011-08-31,13.94,13.9293,15.0555
"2089",245,2011-09-01,12.11,13.9005,15.0281
"2090",246,2011-09-02,11.73,13.8707,15.0046
"2091",247,2011-09-03,11.98,13.8402,14.9795
"2092",248,2011-09-04,12.25,13.8088,14.955
"2093",249,2011-09-05,11.82,13.7766,14.9289
"2094",250,2011-09-06,11.83,13.7441,14.9019
"2095",251,2011-09-07,12.43,13.7117,14.8758
"2096",252,2011-09-08,12.88,13.6793,14.8503
"2097",253,2011-09-09,12.8,13.6448,14.8232
"2098",254,2011-09-10,12.18,13.6083,14.7957
"2099",255,2011-09-11,12.55,13.5716,14.7675
"2100",256,2011-09-12,12.52,13.5356,14.7378
"2101",257,2011-09-13,12.34,13.4995,14.7058
"2102",258,2011-09-14,12.61,13.4632,14.6723
"2103",259,2011-09-15,12.82,13.4266,14.6385
"2104",260,2011-09-16,13.19,13.3913,14.6021
"2105",261,2011-09-17,13.48,13.3578,14.5659
"2106",262,2011-09-18,12.93,13.3258,14.5292
"2107",263,2011-09-19,13.11,13.2948,14.4922
"2108",264,2011-09-20,12.58,13.2654,14.4532
"2109",265,2011-09-21,12.65,13.2372,14.4259
"2110",266,2011-09-22,12.03,13.2071,14.4017
"2111",267,2011-09-23,11.79,13.1754,14.3774
"2112",268,2011-09-24,12.49,13.1438,14.3537
"2113",269,2011-09-25,12.97,13.1117,14.3303
"2114",270,2011-09-26,12.95,13.079,14.3061
"2115",271,2011-09-27,13.06,13.0444,14.2813
"2116",272,2011-09-28,12.75,13.008,14.2555
"2117",273,2011-09-29,13.18,12.9705,14.2293
"2118",274,2011-09-30,14.03,12.9331,14.2003
"2119",275,2011-10-01,13.84,12.896,14.1711
"2120",276,2011-10-02,14.14,12.8591,14.139
"2121",277,2011-10-03,13.81,12.8229,14.1079
"2122",278,2011-10-04,13.51,12.7871,14.078
"2123",279,2011-10-05,13.44,12.7501,14.0453
"2124",280,2011-10-06,13.19,12.7126,14.0095
"2125",281,2011-10-07,13.28,12.6745,13.9776
"2126",282,2011-10-08,13.79,12.6343,13.9467
"2127",283,2011-10-09,13.37,12.5926,13.9134
"2128",284,2011-10-10,13.53,12.5491,13.8789
"2129",285,2011-10-11,14.21,12.5029,13.8432
"2130",286,2011-10-12,13.39,12.4548,13.8075
"2131",287,2011-10-13,13.48,12.4052,13.7763
"2132",288,2011-10-14,13.9,12.3554,13.7459
"2133",289,2011-10-15,14.08,12.3053,13.7163
"2134",290,2011-10-16,14.25,12.2569,13.6884
"2135",291,2011-10-17,14.49,12.2102,13.6637
"2136",292,2011-10-18,14.59,12.1658,13.6429
"2137",293,2011-10-19,14.91,12.1253,13.6248
"2138",294,2011-10-20,14.97,12.0875,13.6108
"2139",295,2011-10-21,13.82,12.0524,13.6075
"2140",296,2011-10-22,13.44,12.02,13.606
"2141",297,2011-10-23,12.76,11.9909,13.6013
"2142",298,2011-10-24,12.53,11.9647,13.599
"2143",299,2011-10-25,11.46,11.9406,13.5992
